일시,태양광 이용률,합계전천일사량(MJ/m2)
2017-07-17,8.98,7.97
2017-07-18,12.44,11.28
2017-07-19,17.58,18.48
2017-07-20,18.65,17.7
2017-07-21,12.25,10.63
2017-07-22,9.76,10.84
2017-07-23,2.82,2.01
2017-07-24,3.64,3.14
2017-07-25,19.13,18.73
2017-07-26,21.38,20.36
2017-07-27,11.73,10.77
2017-07-28,3.14,2.65
2017-07-29,11.84,12.4
2017-07-30,16.23,18.2
2017-07-31,3.64,2.76
2017-08-01,18.14,16.62
2017-08-02,15.87,13.51
2017-08-03,20.56,19.91
2017-08-04,19.62,20.2
2017-08-05,18.8,19.98
2017-08-06,12.15,9.22
2017-08-07,19.01,19.04
2017-08-08,14.38,14.18
2017-08-09,11.21,8.74
2017-08-10,6.31,3.6
2017-08-11,16.2,11.82
2017-08-12,18.62,15.07
2017-08-13,11.39,8.8
2017-08-14,6.13,4.94
2017-08-15,2.26,1.76
2017-08-16,8.04,8.46
2017-08-17,12.19,12.38
2017-08-18,12.87,13.58
2017-08-19,10.21,8.03
2017-08-20,4.68,5.17
2017-08-21,9.35,8.77
2017-08-22,17.71,16.67
2017-08-23,9.82,9.85
2017-08-24,5.24,4.53
2017-08-25,18.88,19.2
2017-08-26,22.44,20.63
2017-08-27,9.12,6.85
2017-08-28,6.73,5.45
2017-08-29,20.47,19.14
2017-08-30,9.31,7.46
2017-08-31,19.92,15.44
2017-09-01,22.35,19.98
2017-09-02,19.88,17.06
2017-09-03,19.51,16.82
2017-09-04,18.14,16.24
2017-09-05,5.32,4.41
2017-09-06,5.25,3.89
2017-09-07,14.92,15.07
2017-09-08,17.83,15.3
2017-09-09,15.12,13.9
2017-09-10,6.64,5.06
2017-09-11,8.47,7.26
2017-09-12,17.99,17.85
2017-09-13,21.82,18.48
2017-09-14,20.76,17.89
2017-09-15,20.02,16.07
2017-09-16,18.38,14.04
2017-09-17,19.33,15.87
2017-09-18,18.88,16.87
2017-09-19,7.89,7.25
2017-09-20,21.51,18.04
2017-09-21,19.83,17.06
2017-09-22,17.17,14.56
2017-09-23,12.63,9.89
2017-09-24,11.37,10.91
2017-09-25,15.99,14.37
2017-09-26,15.55,12.92
2017-09-27,8.08,7.79
2017-09-28,19.83,16.42
2017-09-29,18.39,14.38
2017-09-30,14.29,12.37
2017-10-01,4.59,3.69
2017-10-02,18.27,14.97
2017-10-03,11.9,9.43
2017-10-04,17.24,13.4
2017-10-05,12.19,9.85
2017-10-06,7.88,6.79
2017-10-07,13.82,10.98
2017-10-08,14.22,11.1
2017-10-09,13.17,13.4
2017-10-10,6.61,6.31
2017-10-11,5.25,4.12
2017-10-12,4.51,3.82
2017-10-13,15.58,12.2
2017-10-14,16.96,12.78
2017-10-15,16.18,11.94
2017-10-16,10.88,8.49
2017-10-17,17.4,13.03
2017-10-18,4.91,4.12
2017-10-19,15.57,11.71
2017-10-20,17.04,12.56
2017-10-21,16.83,12.62
2017-10-22,15.01,12.15
2017-10-23,16.56,12.17
2017-10-24,14.35,10.08
2017-10-25,15.94,11.52
2017-10-26,9.11,8.38
2017-10-27,15.06,10.96
2017-10-28,15.83,11.52
2017-10-29,13.97,10.57
2017-10-30,17.5,12.15
2017-10-31,16.07,11.64
2017-11-01,7.05,5.3
2017-11-02,4.91,4.46
2017-11-03,9.36,6.99
2017-11-04,14.25,10.54
2017-11-05,13.25,10.45
2017-11-06,12.83,9.87
2017-11-07,9.38,8.27
2017-11-08,13.08,9.04
2017-11-09,14.74,9.87
2017-11-10,4.05,3.63
2017-11-11,16.3,10.71
2017-11-12,13.99,9.42
2017-11-13,4.7,3.94
2017-11-14,14.53,9.71
2017-11-15,13.08,8.97
2017-11-16,15.45,9.88
2017-11-17,2.1,1.93
2017-11-18,16.45,10.41
2017-11-19,15.02,9.64
2017-11-20,8.25,6.17
2017-11-21,13.42,10
2017-11-22,6.45,5.42
2017-11-23,9.76,6.72
2017-11-24,8.08,6.65
2017-11-25,5.64,5.36
2017-11-26,10.27,8.14
2017-11-27,14.14,9.17
2017-11-28,8.03,5.58
2017-11-29,14.06,8.7
2017-11-30,14.88,9.08
2017-12-01,13.52,8.84
2017-12-02,11.52,8.78
2017-12-03,4.83,3.84
2017-12-04,14.54,8.88
2017-12-05,14.67,8.83
2017-12-06,10.18,7.5
2017-12-07,9.05,7.2
2017-12-08,14.07,8.68
2017-12-09,11.07,6.49
2017-12-10,3.32,2.8
2017-12-11,12.08,9
2017-12-12,13.22,8.8
2017-12-13,13.3,8.92
2017-12-14,7.29,6
2017-12-15,4.75,4.14
2017-12-16,12.05,7.74
2017-12-17,13.24,8.49
2017-12-18,3.82,5.36
2017-12-19,11.05,8.62
2017-12-20,6.27,4.48
2017-12-21,8.82,6.8
2017-12-22,7.22,5.19
2017-12-23,6.03,3
2017-12-24,0.97,0.98
2017-12-25,14.07,8.67
2017-12-26,13.66,8.85
2017-12-27,14.34,8.63
2017-12-28,7.88,6.19
2017-12-29,6.07,4.42
2017-12-30,4.71,3.57
2017-12-31,11.61,8.21
2018-01-01,11.92,7.56
2018-01-02,9.39,5.85
2018-01-03,14.19,8.67
2018-01-04,10.03,6.55
2018-01-05,12.33,7.85
2018-01-06,14.25,8.67
2018-01-07,6.33,4.79
2018-01-08,4.7,3.07
2018-01-09,7.67,7.32
2018-01-10,9.54,9.1
2018-01-11,11.52,8.68
2018-01-12,14.31,9.58
2018-01-13,4.28,4.14
2018-01-14,9.28,7.37
2018-01-15,10.79,7.59
2018-01-16,3.54,3.27
2018-01-17,6.89,4.36
2018-01-18,6.5,5.34
2018-01-19,14.09,8.83
2018-01-20,7.74,5.94
2018-01-21,11.83,8.06
2018-01-22,4.09,3.54
2018-01-23,11.36,10.69
2018-01-24,12.45,10.89
2018-01-25,11.79,9.72
2018-01-26,13.91,10.92
2018-01-27,13.66,10.46
2018-01-28,13.01,9.38
2018-01-29,16.38,10.55
2018-01-30,12.58,7.48
2018-01-31,5.81,5.62
2018-02-01,17.58,11.24
2018-02-02,15.76,10.14
2018-02-03,17.35,11.82
2018-02-04,18.19,11.63
2018-02-05,19.06,11.97
2018-02-06,18.85,11.92
2018-02-07,17.86,11.52
2018-02-08,16.69,10.94
2018-02-09,8.01,5.85
2018-02-10,11.87,9.35
2018-02-11,14.74,10.29
2018-02-12,14.37,11.08
2018-02-13,15.61,11.32
2018-02-14,8.54,6.18
2018-02-15,18.85,12.59
2018-02-16,17.12,11.62
2018-02-17,20.19,13.25
2018-02-18,12.31,8.43
2018-02-19,11.57,8.75
2018-02-20,15.2,9.45
2018-02-21,18.28,12.54
2018-02-22,12.48,7.77
2018-02-23,8.28,7.91
2018-02-24,15.19,11.09
2018-02-25,18.81,12.97
2018-02-26,20.05,14.1
2018-02-27,2.92,2.51
2018-02-28,1.55,1.29
2018-03-01,18.78,13.69
2018-03-02,21.03,15.12
2018-03-03,19.44,14.4
2018-03-04,5.67,4.29
2018-03-05,15.5,11.99
2018-03-06,20.95,15.02
2018-03-07,12.85,9.74
2018-03-08,10.89,6.85
2018-03-09,14.58,10.69
2018-03-10,17.93,13.94
2018-03-11,20.21,15.35
2018-03-12,16.08,12.79
2018-03-13,16.54,13.22
2018-03-14,15.81,13.98
2018-03-15,1.44,1.37
2018-03-16,22.48,16.51
2018-03-17,20.86,16.15
2018-03-18,7.22,6.32
2018-03-19,4.15,2.52
2018-03-20,16.35,11.96
2018-03-21,5.99,2.98
2018-03-22,22.5,17.5
2018-03-23,20.43,16.09
2018-03-24,15.94,13.01
2018-03-25,19.86,16.07
2018-03-26,18.7,15.67
2018-03-27,16.73,14.68
2018-03-28,15.62,13.4
2018-03-29,14.97,11.43
2018-03-30,19.24,15.18
2018-03-31,17.99,15.99
2018-04-01,7.45,4.78
2018-04-02,13.89,12.04
2018-04-03,9.73,8.76
2018-04-04,12.45,10.21
2018-04-05,2.26,2.21
2018-04-06,13.42,10.5
2018-04-07,20.81,18.24
2018-04-08,9.89,8.22
2018-04-09,20.3,17.65
2018-04-10,17.52,17.54
2018-04-11,24.33,24.1
2018-04-12,24.19,23.92
2018-04-13,12.75,12.99
2018-04-14,3.07,2.91
2018-04-15,17.82,18.79
2018-04-16,24.38,24.26
2018-04-17,22.92,22.73
2018-04-18,24.14,25.11
2018-04-19,22.28,22.8
2018-04-20,21.89,22.64
2018-04-21,24.07,25.55
2018-04-22,6.5,4.8
2018-04-23,2.36,2.33
2018-04-24,9.84,8.84
2018-04-25,24.12,25.01
2018-04-26,21.57,22.03
2018-04-27,21.87,22.27
2018-04-28,24.41,26.17
2018-04-29,22.6,23.82
2018-04-30,19.49,22.09
2018-05-01,12.34,13.33
2018-05-02,4.14,5.45
2018-05-03,18.34,22.13
2018-05-04,25.73,27.61
2018-05-05,19.81,20.36
2018-05-06,7.15,6.78
2018-05-07,16.98,17.89
2018-05-08,18.84,21.64
2018-05-09,24.55,26.81
2018-05-10,24.1,26.78
2018-05-11,16.99,19.03
2018-05-12,1.75,1.57
2018-05-13,15.73,13.44
2018-05-14,17.42,21
2018-05-15,19.17,20.58
2018-05-16,1.66,1.5
2018-05-17,4.42,4.19
2018-05-18,5.01,3.2
2018-05-19,25.94,29.14
2018-05-20,14.07,14.37
2018-05-21,21.46,24.55
2018-05-22,11.35,12.94
2018-05-23,25.72,29.08
2018-05-24,24.83,27.19
2018-05-25,22.73,24.82
2018-05-26,24.49,27.18
2018-05-27,14.79,15.06
2018-05-28,24.16,27.18
2018-05-29,14.5,14.08
2018-05-30,18.57,19.09
2018-05-31,23.98,26.24
2018-06-01,24.33,27.95
2018-06-02,24.82,28.65
2018-06-03,23.27,25.75
2018-06-04,18.92,21.59
2018-06-05,22.82,25.71
2018-06-06,22.44,26.16
2018-06-07,19.69,22.34
2018-06-08,16.5,22.49
2018-06-09,17.35,17.77
2018-06-10,12.92,15.44
2018-06-11,11.29,10.31
2018-06-12,22.14,23.69
2018-06-13,15.83,16.56
2018-06-14,11.55,13.43
2018-06-15,20.41,24.89
2018-06-16,22.95,28.6
2018-06-17,13.7,14.97
2018-06-18,20.59,26.9
2018-06-19,13.45,14.94
2018-06-20,19.86,26.18
2018-06-21,22.83,28.08
2018-06-22,23.66,27.36
2018-06-23,19.82,22.48
2018-06-24,22,26.04
2018-06-25,17.62,20.28
2018-06-26,1.65,1.76
2018-06-27,12.49,11.49
2018-06-28,8.04,6.04
2018-06-29,18.42,19.17
2018-06-30,11.32,13.79
2018-07-01,1.99,1.91
2018-07-02,6.6,6.16
2018-07-03,19.65,22.61
2018-07-04,20.44,24.07
2018-07-05,14.37,13.84
2018-07-06,15.27,15.82
2018-07-07,23.71,24.83
2018-07-08,21.59,24.62
2018-07-09,3.99,3.93
2018-07-10,7.4,7.23
2018-07-11,9.82,13.11
2018-07-12,13.63,15.26
2018-07-13,15.65,17.2
2018-07-14,19.43,23.27
2018-07-15,20.84,25.67
2018-07-16,22.23,27.3
2018-07-17,21.67,27.15
2018-07-18,22.16,26.27
2018-07-19,22.38,27.3
2018-07-20,21.89,25.64
2018-07-21,22.84,27.28
2018-07-22,21.54,24.59
2018-07-23,19.14,23.45
2018-07-24,19.96,23.62
2018-07-25,14.27,17.2
2018-07-26,15.34,18.44
2018-07-27,19.26,22.71
2018-07-28,14,11.75
2018-07-29,21.26,22.66
2018-07-30,20.35,20.99
2018-07-31,21.61,23.85
2018-08-01,21.91,25.39
2018-08-02,20.27,21.93
2018-08-03,20.22,23.73
2018-08-04,18.84,21.8
2018-08-05,18.03,24.02
2018-08-06,16.54,17.5
2018-08-07,17.79,18.01
2018-08-08,18.14,23.43
2018-08-09,12.67,16.5
2018-08-10,20.38,21.89
2018-08-11,19.24,16.83
2018-08-12,18.59,20.95
2018-08-13,17.1,19.61
2018-08-14,18.23,16.79
2018-08-15,19,22.08
2018-08-16,19.6,22.81
2018-08-17,23.32,26.06
2018-08-18,21.52,23.61
2018-08-19,18.53,22.09
2018-08-20,14.58,15.68
2018-08-21,10.74,9.71
2018-08-22,20.45,23.75
2018-08-23,7.39,9.54
2018-08-24,4.73,7.32
2018-08-25,13.02,14.3
2018-08-26,9.89,7.9
2018-08-27,7.7,5.35
2018-08-28,4.63,2.88
2018-08-29,7.3,10.31
2018-08-30,12.47,17.31
2018-08-31,17.13,17.78
2018-09-01,19.86,20.31
2018-09-02,18.24,20.81
2018-09-03,5.12,7.91
2018-09-04,19.07,20.4
2018-09-05,20.82,19.33
2018-09-06,11.3,11.35
2018-09-07,18.05,17.82
2018-09-08,22.69,22.69
2018-09-09,21.65,18.12
2018-09-10,19.7,20.16
2018-09-11,18.14,18.07
2018-09-12,20.13,21
2018-09-13,13.27,14.31
2018-09-14,8.94,6.67
2018-09-15,6.19,4.64
2018-09-16,6.7,6.42
2018-09-17,21.2,20.53
2018-09-18,15.9,16.6
2018-09-19,10.22,9.57
2018-09-20,3.15,3.21
2018-09-21,5.22,5.84
2018-09-22,20.49,19.54
2018-09-23,14.53,13.29
2018-09-24,22.2,20.57
2018-09-25,21.35,20.16
2018-09-26,17.34,15.61
2018-09-27,19.96,17.56
2018-09-28,9.25,8.84
2018-09-29,20.59,19.42
2018-09-30,18.77,18.64
2018-10-01,14.34,13.95
2018-10-02,19.66,18.45
2018-10-03,20,18.58
2018-10-04,18.31,17.08
2018-10-05,2.54,2.64
2018-10-06,6.18,6.44
2018-10-07,18.76,17.19
2018-10-08,16.4,13.59
2018-10-09,8.99,8.8
2018-10-10,14.57,11.94
2018-10-11,17.53,15.33
2018-10-12,20.27,17.42
2018-10-13,19.05,16.59
2018-10-14,17.62,16.07
2018-10-15,13.79,13.34
2018-10-16,12.43,11.13
2018-10-17,17.75,16.35
2018-10-18,12.35,12.18
2018-10-19,19.16,16.39
2018-10-20,18.12,15.48
2018-10-21,17.95,15.41
2018-10-22,12.16,11.26
2018-10-23,7.67,6.02
2018-10-24,15.98,14.39
2018-10-25,15.89,13.84
2018-10-26,3.04,3.19
2018-10-27,13.35,12.81
2018-10-28,5.99,6.08
2018-10-29,10.59,8.63
2018-10-30,18.22,14.51
2018-10-31,18.26,14.44
2018-11-01,17.44,13.86
2018-11-02,16.89,13.43
2018-11-03,16.53,13.25
2018-11-04,16.51,13.69
2018-11-05,13.59,11.25
2018-11-06,9.26,7.91
2018-11-07,4.33,5.75
2018-11-08,0.81,0.89
2018-11-09,10.77,9.46
2018-11-10,12.78,11.49
2018-11-11,3.82,3.69
2018-11-12,16.19,12.09
2018-11-13,14.51,11.42
2018-11-14,14.28,11.42
2018-11-15,11.55,9.51
2018-11-16,7.76,7.49
2018-11-17,11.17,9.52
2018-11-18,9.33,8.25
2018-11-19,9.66,9.68
2018-11-20,14.32,11.2
2018-11-21,2.45,2.28
2018-11-22,14.52,11.28
2018-11-23,14.28,10.94
2018-11-24,3.09,4.71
2018-11-25,7.91,8.62
2018-11-26,11.68,10.32
2018-11-27,4.62,3.99
2018-11-28,11.82,9.32
2018-11-29,3.74,4.19
2018-11-30,13.75,10.81
2018-12-01,12.06,9.03
2018-12-02,6.11,5.77
2018-12-03,0.84,0.77
2018-12-04,4.64,5.29
2018-12-05,9.06,8.78
2018-12-06,9.46,7.77
2018-12-07,14.63,10.84
2018-12-08,14.5,10.62
2018-12-09,14.51,10.76
2018-12-10,13.2,9.38
2018-12-11,3.42,3.56
2018-12-12,13.93,10.39
2018-12-13,4.62,4.81
2018-12-14,13.91,10.31
2018-12-15,11.95,9.25
2018-12-16,3.32,3.72
2018-12-17,11.37,8.88
2018-12-18,10.02,7.52
2018-12-19,11.46,8.57
2018-12-20,10.73,8.33
2018-12-21,7.29,5.97
2018-12-22,11.37,8.52
2018-12-23,12.64,9.51
2018-12-24,13.75,10
2018-12-25,6.15,4.21
2018-12-26,13.3,9.83
2018-12-27,14.24,10.36
2018-12-28,14.26,10.47
2018-12-29,14.25,10.47
2018-12-30,14.29,10.47
2018-12-31,12.18,9.7
2019-01-01,9.1,6.93
2019-01-02,13.72,10.03
2019-01-03,13.67,10.08
2019-01-04,7.36,5.5
2019-01-05,13.44,9.84
2019-01-06,12.84,9.77
2019-01-07,11,8.82
2019-01-08,13.77,10.26
2019-01-09,10.2,8.63
2019-01-10,6.52,4.82
2019-01-11,10.4,8.05
2019-01-12,7.77,7.06
2019-01-13,12.09,10.06
2019-01-14,5.61,5.29
2019-01-15,6.85,5.84
2019-01-16,13.3,10.49
2019-01-17,14.21,11.3
2019-01-18,13.61,10.68
2019-01-19,8.9,8.32
2019-01-20,15.23,11.62
2019-01-21,5.26,5.85
2019-01-22,11.79,9.79
2019-01-23,13.33,10.53
2019-01-24,15.17,11.7
2019-01-25,15.13,11.65
2019-01-26,16.1,12.4
2019-01-27,13.28,10.63
2019-01-28,15.06,11.9
2019-01-29,15.65,12.34
2019-01-30,11.78,10.3
2019-01-31,6.81,6.33
2019-02-01,13.09,10.88
2019-02-02,5.68,4.8
2019-02-03,0.47,0.56
2019-02-04,16.87,12.92
2019-02-05,14.29,11.78
2019-02-06,7.84,6.91
2019-02-07,17.58,13.46
2019-02-08,15.47,12.45
2019-02-09,16.98,13.66
2019-02-10,9.29,7.67
2019-02-11,18.74,14.49
2019-02-12,15.03,12.52
2019-02-13,17.01,13.72
2019-02-14,17.08,13.65
2019-02-15,3.34,3.45
2019-02-16,13.77,12.28
2019-02-17,20.18,15.98
2019-02-18,11.94,9.77
2019-02-19,2.09,4.17
2019-02-20,8.02,6.11
2019-02-21,16.85,15.02
2019-02-22,16.66,14.13
2019-02-23,18.92,15.62
2019-02-24,19.4,16.12
2019-02-25,15.99,12.6
2019-02-26,19.67,16.32
2019-02-27,13.17,10.97
2019-02-28,14.88,13.32
2019-03-01,17.67,15.29
2019-03-02,14.99,13.06
2019-03-03,15.39,13.23
2019-03-04,16.04,13.79
2019-03-05,10.12,10.24
2019-03-06,10.13,8.42
2019-03-07,17.72,15.66
2019-03-08,21.6,18.79
2019-03-09,15.84,15.17
2019-03-10,9.25,9.8
2019-03-11,9.73,8.8
2019-03-12,6.39,5.75
2019-03-13,21.09,18.4
2019-03-14,15.69,14.55
2019-03-15,11.15,10.98
2019-03-16,13.55,13.08
2019-03-17,20.95,18.49
2019-03-18,17.45,16.25
2019-03-19,16.86,16.45
2019-03-20,4.76,4.17
2019-03-21,9.91,11.36
2019-03-22,24.23,21.73
2019-03-23,14.07,12.64
2019-03-24,24.22,21.76
2019-03-25,12.22,16.04
2019-03-26,21.33,19.81
2019-03-27,12.37,13.61
2019-03-28,18.47,17.87
2019-03-29,21.85,20.97
2019-03-30,8.6,7.71
2019-03-31,10.89,9.22
2019-04-01,22.18,21.82
2019-04-02,23.86,22.62
2019-04-03,24.46,22.72
2019-04-04,23.9,23.04
2019-04-05,20.34,20.15
2019-04-06,6.88,6.63
2019-04-07,20.78,20.5
2019-04-08,23.55,22.48
2019-04-09,5.28,4.48
2019-04-10,6.74,7.12
2019-04-11,18.02,14.1
2019-04-12,23,23.86
2019-04-13,23.04,22.83
2019-04-14,8.83,8.93
2019-04-15,23.94,24.08
2019-04-16,21.96,22.77
2019-04-17,24.08,24.53
2019-04-18,7.41,8.46
2019-04-19,13.92,15.17
2019-04-20,17.01,17.12
2019-04-21,12.38,10.04
2019-04-22,22.42,23.58
2019-04-23,12.39,12.73
2019-04-24,16.97,18.68
2019-04-25,2.63,2.82
2019-04-26,4.09,3.02
2019-04-27,23.35,22.32
2019-04-28,12.04,10.7
2019-04-29,9.12,7.63
2019-04-30,21.51,22.41
2019-05-01,23.27,24.81
2019-05-02,25.39,27.28
2019-05-03,23.97,26.3
2019-05-04,19.8,20.95
2019-05-05,23.04,25.63
2019-05-06,25.84,28.71
2019-05-07,25.22,27.63
2019-05-08,21.57,24.17
2019-05-09,23.17,25.62
2019-05-10,23.38,25.91
2019-05-11,22.86,25.31
2019-05-12,20.2,22.04
2019-05-13,9.92,11.01
2019-05-14,22.66,24.89
2019-05-15,20.2,22.71
2019-05-16,22.24,25.48
2019-05-17,13.36,14.17
2019-05-18,13.66,15.24
2019-05-19,6.72,6.97
2019-05-20,22.54,25.57
2019-05-21,26.34,29.06
2019-05-22,25.21,27.97
2019-05-23,24.62,27.8
2019-05-24,23.14,26.3
2019-05-25,17.9,20.66
2019-05-26,22.62,25.99
2019-05-27,2.61,2.65
2019-05-28,24.09,26.16
2019-05-29,24.8,28.99
2019-05-30,17.14,18.64
2019-05-31,24.24,28.55
2019-06-01,19.86,18.99
2019-06-02,23.59,26.92
2019-06-03,22.85,26.32
2019-06-04,22.89,26.61
2019-06-05,19.85,23.58
2019-06-06,5.99,6.36
2019-06-07,11,12.43
2019-06-08,20.78,22.48
2019-06-09,16.6,19.02
2019-06-10,12.75,16.92
2019-06-11,22.22,23.54
2019-06-12,23.7,25.44
2019-06-13,23.85,27.71
2019-06-14,16.96,18.83
2019-06-15,21.85,24.77
2019-06-16,21.34,23.47
2019-06-17,21.76,25.39
2019-06-18,9.85,12.19
2019-06-19,11.06,14.75
2019-06-20,17.79,19.76
2019-06-21,15.18,17.58
2019-06-22,23.33,25.8
2019-06-23,22.97,27.06
2019-06-24,23.12,28.28
2019-06-25,23.35,28.2
2019-06-26,10.75,10.71
2019-06-27,14.95,13.48
2019-06-28,12.28,12.52
2019-06-29,10.52,10.94
2019-06-30,14.66,13.77
2019-07-01,18.33,20.26
2019-07-02,20.56,22.97
2019-07-03,14.89,14.82
2019-07-04,22.91,25.76
2019-07-05,22.48,26.16
2019-07-06,22.18,27.23
2019-07-07,19.41,20.29
2019-07-08,18.19,20.58
2019-07-09,18.36,21.74
2019-07-10,10.07,10.36
2019-07-11,8.56,8.43
2019-07-12,17.48,22.48
2019-07-13,15.23,14.45
2019-07-14,18.57,24
2019-07-15,9.88,9.43
2019-07-16,15.98,16.2
2019-07-17,13.42,13.08
2019-07-18,19.01,18.33
2019-07-19,18.32,19.81
2019-07-20,9.89,12.08
2019-07-21,5.9,7.77
2019-07-22,14.18,0.24
2019-07-23,13.49,
2019-07-24,4.14,2.5
2019-07-25,4.02,3.88
2019-07-26,3.28,3.75
2019-07-27,15.4,18.4
2019-07-28,3.44,4.05
2019-07-29,11.11,12.14
2019-07-30,9.05,10.44
2019-07-31,4.82,5.25
2019-08-01,13.57,17.52
2019-08-02,20.14,23.7
2019-08-03,19.25,22.76
2019-08-04,18.65,22.13
2019-08-05,19.82,19.87
2019-08-06,18.87,21.98
2019-08-07,10.69,16.33
2019-08-08,15.04,17.86
2019-08-09,18.3,23.19
2019-08-10,20.28,22.06
2019-08-11,19.24,21.09
2019-08-12,6.28,6.22
2019-08-13,17.14,21.85
2019-08-14,18.59,21.45
2019-08-15,5.45,5.66
2019-08-16,15.66,14.67
2019-08-17,12.92,10.08
2019-08-18,20.23,22.85
2019-08-19,19.92,22.35
2019-08-20,20.52,21.9
2019-08-21,13.04,16.79
2019-08-22,18.01,19.82
2019-08-23,19.24,22.74
2019-08-24,9.36,7.43
2019-08-25,19.62,20.78
2019-08-26,19.48,2.48
2019-08-27,13.23,11.99
2019-08-28,16.55,17.37
2019-08-29,11.05,11.72
2019-08-30,19.06,22.25
2019-08-31,19.54,19.74
2019-09-01,14.41,15.35
2019-09-02,16.23,16.29
2019-09-03,9.84,7.13
2019-09-04,5.4,7.25
2019-09-05,5.76,4.91
2019-09-06,8.71,9.51
2019-09-07,3.97,4.52
2019-09-08,8.59,9.14
2019-09-09,8.95,7.21
2019-09-10,7.17,7.31
2019-09-11,10.92,7.29
2019-09-12,4.63,3.56
2019-09-13,21.28,21.49
2019-09-14,5.26,5.78
2019-09-15,17.54,18.99
2019-09-16,20.25,20.32
2019-09-17,19.85,20.95
2019-09-18,22.14,21.63
2019-09-19,19.45,20.4
2019-09-20,8.78,9.02
2019-09-21,3.58,2.94
2019-09-22,2.79,3.2
2019-09-23,16.94,15.85
2019-09-24,19.81,19.31
2019-09-25,15.7,15.7
2019-09-26,14.28,14.32
2019-09-27,11.97,12.26
2019-09-28,15.33,15.29
2019-09-29,18.18,18.43
2019-09-30,18.43,17.58
2019-10-01,12.35,11.09
2019-10-02,2.87,2.33
2019-10-03,12.27,11.25
2019-10-04,15.29,16.37
2019-10-05,7.3,11.73
2019-10-06,16.63,14.91
2019-10-07,2.28,1.98
2019-10-08,18.26,16.59
2019-10-09,19.29,17.62
2019-10-10,8.17,8.85
2019-10-11,18.39,16.08
2019-10-12,18.69,16.51
2019-10-13,18.57,16.28
2019-10-14,15.72,13.46
2019-10-15,15.79,14.54
2019-10-16,15.97,14.2
2019-10-17,13.11,12.6
2019-10-18,12.36,11.56
2019-10-19,17.12,13.74
2019-10-20,14.02,12.65
2019-10-21,16.19,14.68
2019-10-22,15.58,13.8
2019-10-23,7.79,7.16
2019-10-24,14.23,12.16
2019-10-25,13.36,11.25
2019-10-26,14.52,14.13
2019-10-27,15.74,14.67
2019-10-28,13.22,12.13
2019-10-29,13.05,12.37
2019-10-30,17.29,14.13
2019-10-31,12.22,11.2
2019-11-01,15.52,13.53
2019-11-02,8.58,8.09
2019-11-03,12.91,11.4
2019-11-04,16.11,13.08
2019-11-05,12.41,10.09
2019-11-06,12.59,11.3
2019-11-07,15.81,13.04
2019-11-08,16.53,13.45
2019-11-09,15.7,12.71
2019-11-10,7.21,6.5
2019-11-11,10.41,9.08
2019-11-12,9.21,8.53
2019-11-13,1.48,1.2
2019-11-14,17.18,13.07
2019-11-15,3.23,3.97
2019-11-16,9.24,8.43
2019-11-17,1.07,0.54
2019-11-18,10.8,9.16
2019-11-19,13.58,10.81
2019-11-20,15.86,12.23
2019-11-21,9.21,7.69
2019-11-22,14.16,11.23
2019-11-23,9.54,8.29
2019-11-24,5.4,5.46
2019-11-25,8.68,7.03
2019-11-26,12.5,10.65
2019-11-27,11.68,9.82
2019-11-28,13.02,10.93
2019-11-29,14.52,11.3
2019-11-30,10.32,8.35
2019-12-01,2.01,1.79
2019-12-02,13.46,9.62
2019-12-03,5.65,3.99
2019-12-04,12.17,10.1
2019-12-05,14.63,10.88
2019-12-06,14.42,10.95
2019-12-07,4.25,4.71
2019-12-08,12.07,11.47
2019-12-09,4.98,5.22
2019-12-10,5.9,5.96
2019-12-11,5.34,6.3
2019-12-12,13.78,9.97
2019-12-13,7.84,7.77
2019-12-14,12.57,9.89
2019-12-15,11.3,8.89
2019-12-16,9.84,8.68
2019-12-17,1.47,1.4
2019-12-18,9,9.18
2019-12-19,12.99,9.81
2019-12-20,12.68,10.04
2019-12-21,4.18,4.51
2019-12-22,8.29,7.07
2019-12-23,3.67,4.78
2019-12-24,8.81,9.54
2019-12-25,7.68,6.5
2019-12-26,2.7,2.48
2019-12-27,12.8,10.14
2019-12-28,10.29,8.72
2019-12-29,3.59,3.25
2019-12-30,2.1,2.1
2019-12-31,14.7,10.93
2020-01-01,4.14,3.27
2020-01-02,3.01,2.14
2020-01-03,12.2,9.92
2020-01-04,11.35,8.58
2020-01-05,11.62,9.22
2020-01-06,1.93,1.82
2020-01-07,0.56,0.41
2020-01-08,2.25,2.58
2020-01-09,11.82,9.08
2020-01-10,12.23,10.18
2020-01-11,12.27,9.85
2020-01-12,11.77,10.21
2020-01-13,14.11,10.88
2020-01-14,12.54,9.22
2020-01-15,14.79,11.63
2020-01-16,13.27,10.47
2020-01-17,12.59,9.66
2020-01-18,14.34,11.2
2020-01-19,6.7,6.3
2020-01-20,12.44,9.89
2020-01-21,15.17,11.42
2020-01-22,5.64,3.49
2020-01-23,13.69,10.53
2020-01-24,12.86,10.92
2020-01-25,8.69,7.39
2020-01-26,13.62,10.91
2020-01-27,2.76,2.24
2020-01-28,6.2,7.21
2020-01-29,11.9,11.5
2020-01-30,12.18,10.05
2020-01-31,10.75,7.23
2020-02-01,8.09,6.97
2020-02-02,9.43,9.17
2020-02-03,16.93,12.78
2020-02-04,13.73,12.02
