일시,태양광 이용률,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계전천일사량(MJ/m2)
2015-01-01,13.36,-7.42,0,3.22,40.2,8.42
2015-01-02,13.36,-6.36,0,2.06,48.5,7.96
2015-01-03,12.5,-4.6,0,1.1,60.42,7.15
2015-01-04,7.17,0.72,0,0.82,73.72,5.38
2015-01-05,8.48,1.26,1.26,0.9,80.66,5.89
2015-01-06,15.8,-2.42,2.2,3.24,53.04,8.88
2015-01-07,15.32,-5.66,0,1.7,37.14,8.74
2015-01-08,14.81,-6.56,0,1.02,56.12,8.68
2015-01-09,9.79,-4.3,0,0.96,67.32,5.72
2015-01-10,13.91,-1.86,0,1.3,66.12,8.52
2015-01-11,13.14,-0.5,0.08,2.52,56.36,8.64
2015-01-12,13.79,-3.92,0,1.1,48.06,8.63
2015-01-13,10.76,-2.46,0,0.8,57.8,7.56
2015-01-14,4.17,0.92,0,0.76,52.18,3.3
2015-01-15,10.98,1.98,0,1.1,61.08,7.02
2015-01-16,2.94,-0.24,0.68,2.2,74.5,2.33
2015-01-17,15.88,-4.06,0,2.62,47.04,9.49
2015-01-18,7.68,-2.88,5.46,1.54,73.4,4.84
2015-01-19,7.47,-0.08,0.2,2.26,68.84,7.94
2015-01-20,12.93,-2.6,0,0.92,67.84,8.1
2015-01-21,5.86,1.08,0.98,0.94,68.9,4.85
2015-01-22,8.25,2.02,0.14,1.32,71.66,4.73
2015-01-23,7.74,-0.46,0,1.06,80.16,3.46
2015-01-24,10.17,1.62,0,0.92,74.48,6.68
2015-01-25,2.32,1.42,6.06,1.28,85.4,1.74
2015-01-26,3.44,3.38,1.3,1.44,85.9,2.09
2015-01-27,16.71,-2.56,0,2.42,55.84,10.13
2015-01-28,15.37,-4.44,0,1.44,55.82,8.82
2015-01-29,5.13,-1.96,0,0.96,66.44,4.07
2015-01-30,15.27,-2.66,0,2.52,49.66,9.39
2015-01-31,17.64,-5.04,0,1.4,52.16,10.53
2015-02-01,17.62,-4.1,0,1.02,56.18,10.79
2015-02-02,15.11,-2.54,0,0.84,58.38,9.38
2015-02-03,12.71,-1.34,0,0.94,62,8.27
2015-02-04,12.36,-0.94,0,1.02,68.3,9.09
2015-02-05,13.98,-0.88,0,1.46,67.26,9.29
2015-02-06,16.19,-0.84,0,1.15,67.18,10.03
2015-02-07,9.55,0.18,0.04,1.58,67.94,5.54
2015-02-08,18.61,-8.8,0,4.12,30.7,11.74
2015-02-09,14.22,-5.56,0.3,2.28,50.58,9.06
2015-02-10,9.69,0.52,0,1.8,69.9,8.18
2015-02-11,14.22,1.82,0,1.42,59.96,9.41
2015-02-12,19.75,-1.92,0,2.9,34.82,12.06
2015-02-13,19.76,-2.02,0,2.16,45.02,12.18
2015-02-14,5.76,-0.1,0,1.18,75.58,4.3
2015-02-15,12.34,6.72,0,1.64,63.62,8.47
2015-02-16,1.63,4.28,10.64,1.84,90.72,1.31
2015-02-17,5.88,2.2,0.5,2.1,78.98,3.9
2015-02-18,5.19,0.54,0,1.24,78.38,2.69
2015-02-19,16.47,0.62,0,0.92,71.975,11.85
2015-02-20,14.81,3.3,0,0.92,64.64,10.84
2015-02-21,2.67,4.9,8.8,1.36,81.06,2.15
2015-02-22,9.53,3.7,2.06,2.74,74.38,5.92
2015-02-23,16.2,0.88,0,1.82,59.98,10.68
2015-02-24,18.41,1.36,0,1.24,64.3,12.41
2015-02-25,15.28,4.62,0.76,1.84,54.14,11.03
2015-02-26,19.16,1.4,0.5,3.74,55.16,11.93
2015-02-27,20.9,-1.46,0,2.42,38.32,13.57
2015-02-28,8.22,1.54,0,1.08,50.82,6.02
2015-03-01,12.3,2.42,0.02,2.62,56.6,7.58
2015-03-02,20.78,2.48,0,1.52,51.42,13.62
2015-03-03,6.18,2.64,3.14,2.3,66.36,3.67
2015-03-04,22.69,-1.6,0,3.98,40.94,14.28
2015-03-05,18.18,-1.28,0,1.18,51.48,12.48
2015-03-06,21.61,1.4,0,1.26,50.38,14.71
2015-03-07,21.52,2.78,0,1.26,52.9,14.77
2015-03-08,17.89,6.26,0,1.1,49.18,12.71
2015-03-09,21.43,2.56,0,3.94,41.64,14.49
2015-03-10,24.99,-2.98,0,4.56,28.84,16.5
2015-03-11,17.33,-0.02,0,3.12,42.72,11.82
2015-03-12,23.23,1.82,0,2.3,39.08,15.93
2015-03-13,21.67,5,1.18,2.22,45.16,15.53
2015-03-14,21.49,3.36,0,1.42,38.7,15.12
2015-03-15,19.1,4.08,0,1.28,48.26,14.17
2015-03-16,19.77,7.58,0,1.04,48.54,14.6
2015-03-17,8.27,9.2,0.02,0.84,53.9,7.38
2015-03-18,3.81,9.4,5.58,2,68.74,3.01
2015-03-19,21.27,11.74,0,1.5,56.26,15.18
2015-03-20,19.52,11.96,0,1.36,41.92,13.99
2015-03-21,18.6,10.28,0,1.54,41.34,14.03
2015-03-22,21.7,7.36,0,2.92,41.38,14.42
2015-03-23,24.18,4.68,0,3.04,25.24,17.77
2015-03-24,23.91,4.32,0,1.76,35.56,17.65
2015-03-25,23.34,5.52,0,1.5,43.18,17.36
2015-03-26,23,7.06,0,1.88,48.14,17.43
2015-03-27,21.63,8,0,1.7,51.36,16.73
2015-03-28,21.66,8.6,0,1.64,40.76,16.6
2015-03-29,14.41,10.36,0,1.44,55.76,8.37
2015-03-30,20.63,12,0,1.54,60.08,16.12
2015-03-31,2.92,11.44,2.38,1.02,80.88,2.16
2015-04-01,14.68,12.14,2.18,2.72,67.34,12.36
2015-04-02,13.93,14.38,24.98,3.92,68.66,12.61
2015-04-03,8.7,10.68,9.12,1.92,83.82,5.19
2015-04-04,14.69,12.5,0.18,2.64,55.08,11.8
2015-04-05,3.27,9.94,0.74,1.42,76.8,2.06
2015-04-06,9.93,10.4,0,2.06,61.8,7.55
2015-04-07,11.84,7.82,0.02,1.94,62.46,9.89
2015-04-08,16.99,8,0,1.8,54.52,12.52
2015-04-09,20.61,8.7,0,1.36,51.74,14.84
2015-04-10,23.83,10.56,0,1.66,48.82,18.18
2015-04-11,22.89,12.08,0,1.46,46.9,18.12
2015-04-12,13.49,13.18,0,2.12,41.02,10.32
2015-04-13,13.08,11.44,3.26,3.32,52.78,7.44
2015-04-14,5.63,6.76,14.82,1.26,86.46,3.85
2015-04-15,19.48,10.78,2.88,1.78,73.18,15.73
2015-04-16,5.41,9.64,4.52,2.54,69.86,4.27
2015-04-17,24.54,9.96,0,2.34,53.08,20.08
2015-04-18,21.22,13.74,0,1.02,41.86,16.29
2015-04-19,3.68,13.32,17,1.7,80.02,2.42
2015-04-20,10.16,11.68,7.34,2.2,72.74,7.75
2015-04-21,24.63,12.2,0,1.72,55.82,20.79
2015-04-22,21.4,13.06,0.02,1.76,51.76,18.12
2015-04-23,24.26,13.56,0,1.88,47.32,20.1
2015-04-24,24.72,15.18,0,1.88,39.9,20.18
2015-04-25,25.44,14.64,0,1.68,37.28,21.05
2015-04-26,23.14,16.42,0,1.62,46.8,19.4
2015-04-27,23.89,17.4,0,1.56,48.3,20
2015-04-28,19.42,18.76,0,1.16,44.1,15.38
2015-04-29,6.31,16.86,3.04,1.54,74.76,4.31
2015-04-30,22.93,19.98,0,1.4,62.7,18.61
2015-05-01,23.1,20.22,0,1.58,63.12,19.9
2015-05-02,16.39,19.98,0.86,1.36,66.6,14.57
2015-05-03,5.69,18.02,3.62,1.12,91.42,4.17
2015-05-04,25.62,15.98,0,3.02,48.72,21.22
2015-05-05,26.48,13.12,0,2.08,45.9,22.8
2015-05-06,17.11,14.12,0,1.24,45.92,15.02
2015-05-07,20.3,15.54,0,1.62,42.92,18.84
2015-05-08,16.02,15.96,0,1.5,60.94,13.65
2015-05-09,21.6,17.5,0,1.8,55.58,20.8
2015-05-10,23.89,18.06,0,1.44,50.34,21.8
2015-05-11,13.54,17.42,15.2,2.42,66,10.51
2015-05-12,17.27,13.76,10.5,4.14,72.18,14.68
2015-05-13,25.1,17.7,0,3.28,58.9,21.97
2015-05-14,21.73,19.86,0,1.96,65.5,19.82
2015-05-15,11.34,19.1,0,1.68,71.56,7.38
2015-05-16,26.06,17.52,0,1.9,52.38,23.61
2015-05-17,23.52,17.14,0,1.36,49.62,21.45
2015-05-18,15.21,16.74,0,1.64,60.06,11.84
2015-05-19,5.75,15.24,0.8,2,86.42,3.21
2015-05-20,25.01,16.06,0,1.82,61.18,23.4
2015-05-21,25.92,17.92,0,2,56.04,23.29
2015-05-22,25.13,19.34,0,1.84,49.74,22.42
2015-05-23,24.43,19.42,0,1.5,46.46,22.89
2015-05-24,25.89,19.66,0,1.54,44,23.71
2015-05-25,24.31,19.78,0,1.56,53.4,22.85
2015-05-26,24.73,20.48,0,1.6,53.14,23.9
2015-05-27,25.01,21.56,0,1.24,42.66,23.7
2015-05-28,22.98,22.66,0,1.44,40.5,21.51
2015-05-29,19.03,22.62,0,1.48,45.66,17.77
2015-05-30,9.67,19.16,0.7,1.54,70.74,7.74
2015-05-31,21.4,20.42,0,1.28,61.24,21.5
2015-06-01,20.51,20.58,0,1.4,54.18,19.93
2015-06-02,21.85,22.22,0,1.74,51.54,20.43
2015-06-03,25.54,22.48,0,2.98,37.26,23.61
2015-06-04,22.56,22.1,0,1.54,39.2,20.83
2015-06-05,7.78,17.42,1.48,1.2,66.64,6.64
2015-06-06,22.89,20.72,0,1.54,57.54,21.29
2015-06-07,21.4,22.14,0,1.48,51.96,21.07
2015-06-08,14.86,21.18,0,1.28,59.12,12.96
2015-06-09,20.39,21.72,0,1.78,65.76,19.26
2015-06-10,22.95,24,0,1.48,58.8,21.84
2015-06-11,11.76,23.62,5.7,2.1,62.84,9.82
2015-06-12,22.28,23.3,0.56,2.3,62.34,21.37
2015-06-13,15.91,23.36,1.06,1.88,65.52,14.59
2015-06-14,19.21,22.36,14.1,1.72,70.68,16.79
2015-06-15,19.79,23.76,0,1.42,67.64,17.56
2015-06-16,20.84,23.56,3.02,1.54,71.86,21.45
2015-06-17,17.07,23.1,4.48,1.42,72.88,13.46
2015-06-18,19.67,23.86,0,1.78,60.22,16.49
2015-06-19,19.47,23.46,0,1.76,59.22,18.7
2015-06-20,4.15,18.76,21.64,1.1,87.64,3.93
2015-06-21,22.53,21.76,0,1.3,69.9,22.36
2015-06-22,22.18,23.38,0,1.54,65.36,20.12
2015-06-23,22.39,24.1,0,1.48,64.76,21.5
2015-06-24,19.08,24.5,0.2,1.4,65.56,17.37
2015-06-25,11.62,23.28,1.52,1.36,73.46,8.74
2015-06-26,10.68,20.76,19.62,2.7,73.12,8.99
2015-06-27,22.71,24.04,0,1.6,60.3,19.87
2015-06-28,23.05,24.34,0,1.56,66.52,22.47
2015-06-29,22.21,24.82,0,1.58,64.56,21.57
2015-06-30,13.03,23.78,0.06,1.22,69.64,14.11
2015-07-01,21.59,23.12,0.04,2.56,66.36,22.17
2015-07-02,19.21,22.86,0,2.12,65.86,17.79
2015-07-03,19.87,22,0,1.62,64.12,20.9
2015-07-04,21.58,22.58,0,1.34,58.56,20.89
2015-07-05,20.49,22.84,5.14,1.46,63.44,21.11
2015-07-06,21.64,23.84,0,1.36,60.32,21.54
2015-07-07,13.12,23.14,0.04,1.44,64.12,11.71
2015-07-08,9.04,22.34,1.4,1.92,72.88,7.93
2015-07-09,13.84,25.14,0,1.98,66.1,12.91
2015-07-10,17.83,27.1,0,1.1,67.32,15.45
2015-07-11,18.13,28.64,0.08,1.52,65.98,17.56
2015-07-12,4.74,24.5,28.12,2.6,88.6,4.19
2015-07-13,4.72,22.98,13.84,3.56,87.42,5
2015-07-14,19.94,25.46,0,1.96,73.9,18.36
2015-07-15,19.45,25.84,0.62,1.66,68.28,18.39
2015-07-16,21.33,23.3,0,3.02,54.68,19.54
2015-07-17,20.45,22.66,0,2.32,51.98,18.54
2015-07-18,11.37,23.4,0.28,1.16,65.82,8.13
2015-07-19,12.67,24.06,6.38,1,80.78,10.51
2015-07-20,10.38,26.1,2.2,1.38,78.4,10.41
2015-07-21,10.89,25.86,2.14,1.22,83,7.76
2015-07-22,13.49,27.2,4.5,1.12,79.76,10.59
2015-07-23,9.63,26.4,18.48,1.34,83.36,7.6
2015-07-24,3.7,24.34,52.02,1.36,92.24,1.74
2015-07-25,2.71,24.76,68.12,1.9,91.8,2.72
2015-07-26,15.53,26.16,13.6,1.34,81.1,18.41
2015-07-27,10.21,25.84,0.62,1.26,84.08,8.29
2015-07-28,17.69,27.14,0.02,1.36,76.62,15.86
2015-07-29,4.9,25.74,24.9,1.4,88.3,5.23
2015-07-30,15.34,28.1,0,1.94,79.88,15.34
2015-07-31,15.8,27.48,0,1.56,78.72,15.49
2015-08-01,14.56,27.22,2.3,1.58,78.64,14
2015-08-02,8.65,25.96,12.24,1.5,86.22,8.57
2015-08-03,14.65,27.24,0.84,2.14,76.58,16.1
2015-08-04,15.6,27.02,0,2.54,75.56,14.28
2015-08-05,15.52,27.64,0.4,1.86,73.82,17.95
2015-08-06,19.27,28.22,0,0.96,71.9,19.4
2015-08-07,19.15,28.42,7.38,1.02,72.72,16.24
2015-08-08,13.28,25.86,14.8,1.2,84.34,13.6
2015-08-09,17.56,26.18,0,1.26,77.34,15.45
2015-08-10,16.08,25.98,0,1.42,77.7,12.67
2015-08-11,12.76,25.62,0.1,1.24,78.04,12.55
2015-08-12,19.91,26.48,0,1.26,71.42,18.62
2015-08-13,16.24,24.62,5.78,1.36,78.6,15.85
2015-08-14,18.75,25.62,0,1.32,73.6,17.67
2015-08-15,17.53,26.2,0,1.28,75.9,16.1
2015-08-16,9.84,24.32,16.66,1.34,80.88,7.01
2015-08-17,19.68,25.12,1.32,1.26,71.68,18.89
2015-08-18,20.17,26.32,0,1.28,67,18.39
2015-08-19,11.89,25.38,0,0.94,76.06,10.29
2015-08-20,9.27,24.44,0.96,1.18,81.5,8.92
2015-08-21,11.35,24.6,0.74,1.16,80.02,9.83
2015-08-22,13.32,24.36,0.12,1.18,77.72,10.49
2015-08-23,18.45,24.82,0,0.98,72.3,16.52
2015-08-24,12.68,25.26,0.28,2,68.06,10.27
2015-08-25,4.56,21.54,5.82,2.94,75,3.59
2015-08-26,14.12,21.92,0.18,1.66,69.92,13.75
2015-08-27,21.63,23.44,2.4,1.54,66.02,19.11
2015-08-28,15.69,21.7,0.8,1,77.16,11.83
2015-08-29,19.19,22.86,0,0.96,72.78,16.65
2015-08-30,19.99,23.48,0,1.1,71.62,18.48
2015-08-31,18.32,24.58,0.36,1.2,70.48,16.37
2015-09-01,15.52,24.38,0.02,1.8,67,14.86
2015-09-02,10.68,22.16,24.22,1.44,83.48,8.78
2015-09-03,15.82,22.72,0.14,1.36,79.84,11.81
2015-09-04,17.51,23.68,0,1.14,75.22,16.24
2015-09-05,6.03,21.24,2.6,1.3,84.22,6.67
2015-09-06,11.35,21.06,0,2.08,67.78,10.83
2015-09-07,21.87,21,0,1.46,62.92,18.87
2015-09-08,22.71,20.64,0,1.72,54.12,19.68
2015-09-09,22.9,20.56,0,2.06,52.52,19.37
2015-09-10,21.29,21.08,0,1.34,66.4,17.83
2015-09-11,8.86,20.1,3.1,1.38,80.58,6.73
2015-09-12,12.28,18.22,0.2,1.04,71.64,10.4
2015-09-13,22.38,18.42,0,1.28,61.64,18.42
2015-09-14,19.29,19.88,0,0.84,68.98,16.32
2015-09-15,20.77,20.56,0,1.22,59.96,17.43
2015-09-16,19.66,19.3,0,1.42,57.66,16.09
2015-09-17,21.42,19.68,0,1.94,54.86,17.79
2015-09-18,20.1,19.74,0,1.2,62.78,15.74
2015-09-19,19.68,20.44,0,1.14,67.78,15.06
2015-09-20,15.01,20.18,0,0.94,74.3,13.77
2015-09-21,17.92,20.14,0,0.8,70.56,14.04
2015-09-22,19.02,20.92,0,0.98,64.82,16.14
2015-09-23,7.65,19.74,0,0.86,73.68,5.6
2015-09-24,16.9,21.16,0,1.04,70.34,13.24
2015-09-25,16.05,21.2,0,1.1,68.6,12.68
2015-09-26,14.25,19.66,0,0.92,70.74,11.78
2015-09-27,19.84,18.92,0,0.98,59.1,15.87
2015-09-28,14.51,19.36,0,1.12,54.2,13.22
2015-09-29,19.57,20.36,0,1.84,47.94,15.86
2015-09-30,11.41,20,0,1.88,52.46,8.89
2015-10-01,1.52,15.7,24.24,2.36,81.02,1.52
2015-10-02,17.69,15.08,0,2.4,62.56,14.29
2015-10-03,18,18.08,0,2.34,55,14.3
2015-10-04,15.66,14.56,0,1.18,52.14,11.96
2015-10-05,19.39,15.72,0,0.92,63.6,14.41
2015-10-06,17.96,16.26,0,0.92,69.2,13.51
2015-10-07,13.61,17.52,0,0.76,73.08,10.92
2015-10-08,16.31,18.44,0,1.28,68.04,12.26
2015-10-09,20.54,15.12,0,2.18,47.44,15.3
2015-10-10,7.45,11.46,8.58,1.48,81.02,4.56
2015-10-11,6.23,9.58,2.76,1.14,86.04,4.15
2015-10-12,19.17,11.72,0.02,1.76,65.84,13.59
2015-10-13,18.49,13.02,0,1.3,72.9,13.65
2015-10-14,16.91,14.66,0,0.78,72.88,12.35
2015-10-15,16.63,15.46,0,0.74,70.9,12.06
2015-10-16,14.32,16.1,0,0.88,75.08,9.03
2015-10-17,16.05,16.14,0,0.82,73.28,11.81
2015-10-18,13.23,15.14,0,0.74,77.56,10.1
2015-10-19,12.02,15.8,0,0.84,75.86,10.16
2015-10-20,11.93,16.92,0,0.72,76.04,9.37
2015-10-21,10.08,16.48,0,0.84,79.24,8.39
2015-10-22,10,15.88,0,1.18,75.14,9.14
2015-10-23,8.52,15.8,0,0.96,74.9,9.85
2015-10-24,12.7,15.66,7.94,1.44,70.06,8.92
2015-10-25,15.91,13.48,0,1.06,63.6,11.32
2015-10-26,7.87,13.76,1.7,1.24,71.2,6.46
2015-10-27,10.87,11.9,19.32,2.26,69.44,8.64
2015-10-28,16.47,9.14,0,1.76,56.62,11.47
2015-10-29,14.86,7.28,2.92,1.6,58.58,10.74
2015-10-30,18.15,5.12,0,1.92,49.74,12.3
2015-10-31,17.16,4.14,0,1.04,55.64,12.13
2015-11-01,8.72,5.1,0,0.88,59.18,7.16
2015-11-02,10.61,9.04,0,0.94,67.48,9.1
2015-11-03,13.11,8.78,0,0.58,78.1,9.84
2015-11-04,13.77,9.28,0,0.68,74.18,10.17
2015-11-05,11.64,10.88,0,0.82,72.42,8
2015-11-06,9.97,12.4,5.46,2.4,67.9,7.77
2015-11-07,1.29,10.7,22.46,2.58,88.52,1.42
2015-11-08,1.68,11.22,14.74,2.28,87.1,1.55
2015-11-09,4.6,11.12,3.88,1.28,84.44,2.44
2015-11-10,7.03,9.72,0,0.9,79.68,6.01
2015-11-11,9.74,10.06,0,0.72,78.08,8.14
2015-11-12,12.64,12.48,0,1.5,71.28,9.71
2015-11-13,1.32,10.62,19.94,1.66,85.46,1.23
2015-11-14,2.38,12.52,7.46,0.76,91.4,1.55
2015-11-15,9.33,13.16,0.04,0.94,81.7,8.13
2015-11-16,2.51,11.28,11.6,1.04,89.02,2.59
2015-11-17,12.31,13.44,0.34,1.38,76.08,8.88
2015-11-18,0.98,10.46,5.92,2.28,72.06,1.04
2015-11-19,2.59,8.68,0.2,1.4,78.64,2.28
2015-11-20,6.76,9.34,0,1,78.18,4.34
2015-11-21,10.57,8.14,0,1.04,69.24,6.91
2015-11-22,7.16,9.42,3.42,1.5,71.4,5.92
2015-11-23,3.26,8.22,10.38,1.84,81.16,2.84
2015-11-24,5.03,6.44,0.9,1.92,68.02,3.92
2015-11-25,1.57,2.76,11.94,1.68,86.6,2.11
2015-11-26,3.66,-1.84,0.74,2.9,65.4,4.78
2015-11-27,6.36,-2.34,0,1.72,61.96,4.41
2015-11-28,3.13,0.08,0.14,0.86,74.12,2.59
2015-11-29,1.5,2.42,3.58,0.98,88.26,1.04
2015-11-30,12.17,3.72,0.18,1.08,76.12,7.89
2015-12-01,12.85,2.28,0,0.7,70.42,7.8
2015-12-02,1.2,5.16,15.34,1.86,75.5,1.07
2015-12-03,2.05,-0.18,8.06,3.18,75.08,1.87
2015-12-04,5.04,-0.84,0,1.8,69.9,5.12
2015-12-05,9.28,2.78,0,1.5,60.22,7.6
2015-12-06,9.32,0.32,0,0.8,59.94,6.94
2015-12-07,10.62,0.58,0,0.84,69.02,8.1
2015-12-08,11.86,1.14,0,0.66,71.76,7.95
2015-12-09,9.36,2.74,0,0.8,71.58,6.55
2015-12-10,1.39,6.06,0.7,1.1,81.62,1.62
2015-12-11,10.16,6.44,0,2.18,58.02,6.33
2015-12-12,13.28,3.08,0,1.08,62.3,8.01
2015-12-13,12.33,3.44,0,0.82,63.78,7.45
2015-12-14,1.74,4.06,2.98,0.76,81.56,1.63
2015-12-15,4.74,5.16,0.06,2.04,70.36,3.35
2015-12-16,10.33,-0.24,0,3.08,49.6,6.77
2015-12-17,13.82,-4.26,0,1.98,45.66,8.52
2015-12-18,2.18,-4.52,0,0.76,69.58,2.17
2015-12-19,11.45,-2.02,0,0.7,74.36,7.92
2015-12-20,5.82,-0.7,0,0.6,70.74,3.93
2015-12-21,3.14,1.2,2.96,0.9,84.22,2.3
2015-12-22,10.25,2.16,0,1.06,76.98,6.66
2015-12-23,7.16,4.22,0.34,0.94,75.8,4.94
2015-12-24,7.13,1,0,1.24,74,5.52
2015-12-25,14.14,-0.7,0,1.5,48.9,8.43
2015-12-26,5.62,1.06,1.2,1.68,70.38,5.14
2015-12-27,14.31,-4.9,0,2,39.1,8.64
2015-12-28,14.14,-6.02,0,1.48,44.44,8.39
2015-12-29,10.75,-4.92,0,0.7,59.1,6.91
2015-12-30,8.33,-0.66,1.72,1.06,71.34,5.97
2015-12-31,7.12,0.66,0,1.06,81.02,5.52
2016-01-01,6.46,-0.3,0,0.8,79.28,4.52
2016-01-02,6.58,4.6,0,1.12,77.1,4.15
2016-01-03,5.59,4.4,0,0.62,86.38,4.03
2016-01-04,12.57,2.76,0,2.16,52.72,7.48
2016-01-05,11.14,-1.94,0,1.78,38.74,6.59
2016-01-06,6.36,-2.26,0,1.16,59.26,4.87
2016-01-07,13.97,-3.1,0,1.58,52.48,8.55
2016-01-08,13.71,-3.84,0,1.2,54.92,8.63
2016-01-09,13.19,-2.28,0,1.38,59.46,7.23
2016-01-10,12.17,0.18,0,1.6,45.12,7.75
2016-01-11,14.22,-3.56,0,1.42,39.36,8.92
2016-01-12,14.43,-5.44,0,1.36,50.56,9.05
2016-01-13,9.28,-4.68,0.86,1.5,64.22,6.05
2016-01-14,9.75,-4.52,0.26,0.94,56.2,8.2
2016-01-15,9.45,-2.54,0.26,0.74,69.74,7.37
2016-01-16,5.14,-1.94,0.16,0.84,74.94,4.01
2016-01-17,4.56,0.24,0,0.96,73.26,3.61
2016-01-18,10.9,-5.72,0.26,3.92,56.76,7.04
2016-01-19,14.74,-11.86,0,4.02,43.16,9.93
2016-01-20,11.46,-11.14,0,0.9,54.66,7.71
2016-01-21,11.14,-7.56,0,1.08,53.04,7.18
2016-01-22,10.76,-7.76,0,1.32,45.9,7.9
2016-01-23,13.88,-10.58,0,3.42,37.3,9.74
2016-01-24,13.84,-13.76,0,2.12,44.58,9.51
2016-01-25,15.68,-10.06,0,1.12,52.26,9.93
2016-01-26,7.16,-5.08,0.38,1.08,70.78,5.77
2016-01-27,12.62,-2.6,0,1.1,63.34,8.1
2016-01-28,6.7,-2.02,0,0.88,58.6,5.61
2016-01-29,4.47,1.5,0,1.54,49.8,3.53
2016-01-30,11.11,0.42,0,1.36,63.24,7.65
2016-01-31,14.21,-3.16,0,1.88,42.36,9.01
2016-02-01,16.91,-5.84,0,1.76,38.38,10.73
2016-02-02,17.11,-6.14,0,1.16,46.7,10.68
2016-02-03,14.81,-4.48,0,1,57.7,9.84
2016-02-04,14.04,-1.34,0,1.68,51.46,9.67
2016-02-05,14.18,-3.16,0,1.42,43.46,9.42
2016-02-06,17.04,-3.46,0.06,1.56,44.12,10.97
2016-02-07,17.59,-4.4,0,1.12,50.72,11.36
2016-02-08,6.59,-0.02,0.22,2.3,62.38,6.09
2016-02-09,16.77,0.5,0,2.48,50.1,11.77
2016-02-10,17.77,0.5,0,0.84,47.92,12
2016-02-11,9.85,6.04,0.32,1.34,39.24,7.46
2016-02-12,1.06,7.8,19.68,1.04,91.74,1.02
2016-02-13,3.97,10.68,19.82,1.5,92.3,3.76
2016-02-14,3.09,-1.46,0.44,3.6,71.36,3.24
2016-02-15,20.17,-5.04,0.02,2.68,49.22,13.18
2016-02-16,7.07,-2.86,0.88,1.92,70.46,5.77
2016-02-17,19.02,-0.66,0,1.6,59.28,13.01
2016-02-18,10.5,3.36,0.02,2.42,66.9,7.11
2016-02-19,5.11,1.72,0,0.98,67.72,3.41
2016-02-20,16.86,1.4,0,2.28,46.7,11.71
2016-02-21,18.75,-0.54,0,2,39.46,13.62
2016-02-22,7.2,0.92,0.06,0.9,43.32,5.08
2016-02-23,17.24,1.02,0.22,2.5,54.38,11.37
2016-02-24,20.79,-2.68,0,2.08,44.02,14.39
2016-02-25,14.38,-0.64,0.2,2.04,55.22,9.74
2016-02-26,18.87,1.94,0.32,1.66,45.98,13.17
2016-02-27,11.41,2.28,2.94,1.2,67.14,9.51
2016-02-28,3.64,0.22,3.5,1.24,76.9,3.17
2016-02-29,4.59,-3.22,0,3.08,48.68,10.43
2016-03-01,15.19,-2.76,0,1.8,52.24,14.29
2016-03-02,10.94,2.44,0,2.2,69.4,10.06
2016-03-03,11.21,6.6,0,1.58,68.24,9
2016-03-04,16.65,11.32,1.1,1.5,61.48,13.31
2016-03-05,2.3,10.84,47.88,1.82,89.4,1.96
2016-03-06,18.15,8.08,0,1.88,58.94,13.65
2016-03-07,5.28,6.96,0,1.1,52.24,3.97
2016-03-08,8.9,3.32,0,2.36,40.16,5.79
2016-03-09,21.45,1.36,0,2.7,36.42,15.19
2016-03-10,23.15,-0.1,0,2.78,35.7,16.58
2016-03-11,22.84,-0.1,0,1.94,43.12,16.36
2016-03-12,14.13,1.76,0,1.72,59.08,10.52
2016-03-13,7.01,2.76,0.64,0.82,72.24,6.67
2016-03-14,17.25,4.02,0,1.56,62.52,13.25
2016-03-15,19.76,4.66,0,1.4,50.8,14.98
2016-03-16,20.44,6.94,0,1.5,48.02,15.49
2016-03-17,14.4,7.72,0,0.86,48.66,11.52
2016-03-18,13.88,11.92,0,1.16,55.82,10.56
2016-03-19,18.9,10.12,0,1.72,62.38,15.21
2016-03-20,17.96,8.94,0,1.36,60.22,15.13
2016-03-21,20.07,8.78,0,1.62,59.7,15.82
2016-03-22,18.79,7.5,0,1.7,58.22,15.24
2016-03-23,17.71,7.92,0,2.1,50.36,13.75
2016-03-24,22.04,6.4,0,1.84,42.04,17.2
2016-03-25,17.81,5.46,0,1.34,52.78,14.65
2016-03-26,18.7,5.54,0,1.34,53.16,14.41
2016-03-27,20.18,6.28,0,1.84,50.8,15.81
2016-03-28,20.65,8.34,0,1.22,45.74,16.66
2016-03-29,13.98,10.88,0.02,2.66,56.62,10.57
2016-03-30,20.22,11.04,0,1.82,52.18,16
2016-03-31,17.44,11.94,0,1.12,36.12,14.11
2016-04-01,20.26,13.58,0,1.32,35.5,16.69
2016-04-02,19.42,13.88,0,1.88,45.18,16.43
2016-04-03,3.85,10.8,0.08,1.22,68.76,2.94
2016-04-04,22.06,12.12,0,1.68,46.02,18.03
2016-04-05,22.35,11.04,0,1.88,41.3,18.81
2016-04-06,16.72,13.68,1.38,1.28,44.32,13.25
2016-04-07,17.72,14.2,6.98,2.2,69.02,14.79
2016-04-08,19.37,11.64,0,2.06,74.34,16.31
2016-04-09,6.45,11.6,0.02,1.34,81.9,5.91
2016-04-10,15.95,14,0,1.8,67.14,12.85
2016-04-11,22.98,11.9,0,1.82,44.62,19.2
2016-04-12,17.28,13.32,0,1.84,48.24,14.03
