일시,태양광 이용률,일강수량(mm),평균 상대습도(%),합계전천일사량(MJ/m2)
2018-07-02,6.6,63.64,94.88,6.16
2018-07-03,19.65,4.44,82.46,22.61
2018-07-04,20.44,0,76.06,24.07
2018-07-05,14.37,14.8,81.6,13.84
2018-07-06,15.27,0,66.24,15.82
2018-07-07,23.71,0,59.18,24.83
2018-07-08,21.59,0,61.54,24.62
2018-07-09,3.99,22.28,88.2,3.93
2018-07-10,7.4,11.04,90.8,7.23
2018-07-11,9.82,12.12,90.46,13.11
2018-07-12,13.63,0.08,86.24,15.26
2018-07-13,15.65,0.02,82.06,17.2
2018-07-14,19.43,0,76.96,23.27
2018-07-15,20.84,0,75.72,25.67
2018-07-16,22.23,0,74.12,27.3
2018-07-17,21.67,0,74.46,27.15
2018-07-18,22.16,0,74.14,26.27
2018-07-19,22.38,0,72.96,27.3
2018-07-20,21.89,0,72.7,25.64
2018-07-21,22.84,0,67.1,27.28
2018-07-22,21.54,0,64.62,24.59
2018-07-23,19.14,0,66.34,23.45
2018-07-24,19.96,0,69.36,23.62
2018-07-25,14.27,0,71.92,17.2
2018-07-26,15.34,0,75.72,18.44
2018-07-27,19.26,0,75.82,22.71
2018-07-28,14,11.76,81.54,11.75
2018-07-29,21.26,0,62.28,22.66
2018-07-30,20.35,0,61.32,20.99
2018-07-31,21.61,0,63.18,23.85
2018-08-01,21.91,0,65.9,25.39
2018-08-02,20.27,0,65.06,21.93
2018-08-03,20.22,0,65.92,23.73
2018-08-04,18.84,0,68.86,21.8
2018-08-05,18.03,13.28,76.26,24.02
2018-08-06,16.54,0.52,79.14,17.5
2018-08-07,17.79,0.1,71.42,18.01
2018-08-08,18.14,1.48,74.3,23.43
2018-08-09,12.67,11.94,83.68,16.5
2018-08-10,20.38,0,70.64,21.89
2018-08-11,19.24,0,67.22,16.83
2018-08-12,18.59,1.32,69.02,20.95
2018-08-13,17.1,7.76,75.5,19.61
2018-08-14,18.23,0,70.52,16.79
2018-08-15,19,2.98,70.86,22.08
2018-08-16,19.6,0,61.64,22.81
2018-08-17,23.32,0,51.96,26.06
2018-08-18,21.52,0,60.74,23.61
2018-08-19,18.53,0,65.98,22.09
2018-08-20,14.58,0.04,65.1,15.68
2018-08-21,10.74,3.8,79.26,9.71
2018-08-22,20.45,0,66.84,23.75
2018-08-23,7.39,2.08,69.08,9.54
2018-08-24,4.73,18.48,89.14,7.32
2018-08-25,13.02,0,78.96,14.3
2018-08-26,9.89,2.9,83.72,7.9
2018-08-27,7.7,35.98,91.36,5.35
2018-08-28,4.63,90.98,94.86,2.88
2018-08-29,7.3,63.48,91.08,10.31
2018-08-30,12.47,10.44,85.28,17.31
2018-08-31,17.13,1.7,78.76,17.78
2018-09-01,19.86,0,71.1,20.31
2018-09-02,18.24,0,68.26,20.81
2018-09-03,5.12,24.78,89.02,7.91
2018-09-04,19.07,0.18,73.56,20.4
2018-09-05,20.82,0,69.54,19.33
2018-09-06,11.3,4.7,79.96,11.35
2018-09-07,18.05,1.56,68.42,17.82
2018-09-08,22.69,0,66.22,22.69
2018-09-09,21.65,0,65.92,18.12
2018-09-10,19.7,0,63.9,20.16
2018-09-11,18.14,0,63.4,18.07
2018-09-12,20.13,0,67.14,21
2018-09-13,13.27,0,77.16,14.31
2018-09-14,8.94,0.2,79.3,6.67
2018-09-15,6.19,4.28,88.76,4.64
2018-09-16,6.7,0.62,88.06,6.42
2018-09-17,21.2,0.02,72.18,20.53
2018-09-18,15.9,0,73.66,16.6
2018-09-19,10.22,0.32,77.12,9.57
2018-09-20,3.15,8.6,90.14,3.21
2018-09-21,5.22,23.26,90.9,5.84
2018-09-22,20.49,0.44,71.52,19.54
2018-09-23,14.53,0.66,69.78,13.29
2018-09-24,22.2,0.02,64.04,20.57
2018-09-25,21.35,0,67.08,20.16
2018-09-26,17.34,0,63.92,15.61
2018-09-27,19.96,0,63.74,17.56
2018-09-28,9.25,0,74.88,8.84
2018-09-29,20.59,0,73.1,19.42
2018-09-30,18.77,0,65.4,18.64
2018-10-01,14.34,0.4,65.44,13.95
2018-10-02,19.66,0,74.88,18.45
2018-10-03,20,0,74.7,18.58
2018-10-04,18.31,0,67.72,17.08
2018-10-05,2.54,27.42,87.7,2.64
2018-10-06,6.18,52,85.5,6.44
2018-10-07,18.76,0,67.96,17.19
2018-10-08,16.4,0,67.18,13.59
2018-10-09,8.99,0,72.82,8.8
2018-10-10,14.57,4.18,64.84,11.94
2018-10-11,17.53,0,63.72,15.33
2018-10-12,20.27,0,72.84,17.42
2018-10-13,19.05,0,73.74,16.59
2018-10-14,17.62,0,73.1,16.07
2018-10-15,13.79,0,80.54,13.34
2018-10-16,12.43,0,76.72,11.13
2018-10-17,17.75,0,72.6,16.35
2018-10-18,12.35,2.02,78.84,12.18
2018-10-19,19.16,0,70.06,16.39
2018-10-20,18.12,0,71.1,15.48
2018-10-21,17.95,0,70.54,15.41
2018-10-22,12.16,0,71.46,11.26
2018-10-23,7.67,7.06,90.58,6.02
2018-10-24,15.98,0,80.18,14.39
2018-10-25,15.89,0,75.74,13.84
2018-10-26,3.04,9.04,83.96,3.19
2018-10-27,13.35,0.02,59.38,12.81
2018-10-28,5.99,10.74,84.08,6.08
2018-10-29,10.59,0.02,69.78,8.63
2018-10-30,18.22,0.02,59.62,14.51
2018-10-31,18.26,0,64.4,14.44
2018-11-01,17.44,0,71,13.86
2018-11-02,16.89,0,70.36,13.43
2018-11-03,16.53,0,70.44,13.25
2018-11-04,16.51,0,68.64,13.69
2018-11-05,13.59,0,73.66,11.25
2018-11-06,9.26,0,78.46,7.91
2018-11-07,4.33,2.1,86.1,5.75
2018-11-08,0.81,51.28,94.46,0.89
2018-11-09,10.77,0.68,72.26,9.46
2018-11-10,12.78,0,75.66,11.49
2018-11-11,3.82,0,77.52,3.69
2018-11-12,16.19,0,66.88,12.09
2018-11-13,14.51,0,71.36,11.42
2018-11-14,14.28,0,71.96,11.42
2018-11-15,11.55,0,73.8,9.51
2018-11-16,7.76,0,75.06,7.49
2018-11-17,11.17,0,62.76,9.52
2018-11-18,9.33,0,62.28,8.25
2018-11-19,9.66,0,65.54,9.68
2018-11-20,14.32,1.28,52.74,11.2
2018-11-21,2.45,1.82,74.76,2.28
2018-11-22,14.52,0,47.74,11.28
2018-11-23,14.28,0,44.02,10.94
2018-11-24,3.09,9.04,80.02,4.71
2018-11-25,7.91,0,89.24,8.62
2018-11-26,11.68,0,87,10.32
2018-11-27,4.62,0,78.96,3.99
2018-11-28,11.82,0,46.78,9.32
2018-11-29,3.74,0,58.12,4.19
2018-11-30,13.75,0,59.28,10.81
2018-12-01,12.06,0,60.4,9.03
2018-12-02,6.11,0,67.42,5.77
2018-12-03,0.84,9.78,91.36,0.77
2018-12-04,4.64,7.12,74.38,5.29
2018-12-05,9.06,0,46.58,8.78
2018-12-06,9.46,0.68,58.46,7.77
2018-12-07,14.63,0,38.04,10.84
2018-12-08,14.5,0,39.1,10.62
2018-12-09,14.51,0,38.26,10.76
2018-12-10,13.2,0,49.88,9.38
2018-12-11,3.42,0.02,62.06,3.56
2018-12-12,13.93,0,48.22,10.39
2018-12-13,4.62,1.22,63.02,4.81
2018-12-14,13.91,0,59.66,10.31
2018-12-15,11.95,0,64.04,9.25
2018-12-16,3.32,0.4,74.54,3.72
2018-12-17,11.37,0.02,64.34,8.88
2018-12-18,10.02,0,69.84,7.52
2018-12-19,11.46,0,64.84,8.57
2018-12-20,10.73,0,61.74,8.33
2018-12-21,7.29,0,58.38,5.97
2018-12-22,11.37,0,60.34,8.52
2018-12-23,12.64,0,45.64,9.51
2018-12-24,13.75,0,46.26,10
2018-12-25,6.15,0.02,62.92,4.21
2018-12-26,13.3,0,40.8,9.83
2018-12-27,14.24,0,27.88,10.36
2018-12-28,14.26,0,38.94,10.47
2018-12-29,14.25,0,33.86,10.47
2018-12-30,14.29,0,48.66,10.47
2018-12-31,12.18,0,53.36,9.7
2019-01-01,9.1,0,58.12,6.93
2019-01-02,13.72,0,54.18,10.03
2019-01-03,13.67,0,52.68,10.08
2019-01-04,7.36,0,64.74,5.5
2019-01-05,13.44,0,46.78,9.84
2019-01-06,12.84,0,48.52,9.77
2019-01-07,11,0,59.58,8.82
2019-01-08,13.77,0,42.6,10.26
2019-01-09,10.2,0,40.32,8.63
2019-01-10,6.52,0,55.18,4.82
2019-01-11,10.4,0,65.16,8.05
2019-01-12,7.77,0,58.2,7.06
2019-01-13,12.09,0,66.38,10.06
2019-01-14,5.61,0,80.14,5.29
2019-01-15,6.85,0,61.36,5.84
2019-01-16,13.3,0.04,48.72,10.49
2019-01-17,14.21,0.08,53.66,11.3
2019-01-18,13.61,0,56.4,10.68
2019-01-19,8.9,0,66.58,8.32
2019-01-20,15.23,0,42.02,11.62
2019-01-21,5.26,0,62.18,5.85
2019-01-22,11.79,0,71.86,9.79
2019-01-23,13.33,0,54.28,10.53
2019-01-24,15.17,0,40.9,11.7
2019-01-25,15.13,0,40.54,11.65
2019-01-26,16.1,0,35.46,12.4
2019-01-27,13.28,0,58.86,10.63
2019-01-28,15.06,0.44,45.98,11.9
2019-01-29,15.65,0,44.16,12.34
2019-01-30,11.78,0,58.4,10.3
2019-01-31,6.81,0,33.78,6.33
2019-02-01,13.09,0,55.48,10.88
2019-02-02,5.68,0,68.98,4.8
2019-02-03,0.47,20.8,90.92,0.56
2019-02-04,16.87,0,46.1,12.92
2019-02-05,14.29,0,53.9,11.78
2019-02-06,7.84,0,63.98,6.91
2019-02-07,17.58,0.2,45.98,13.46
2019-02-08,15.47,0,35.68,12.45
2019-02-09,16.98,0,31.56,13.66
2019-02-10,9.29,0,40.14,7.67
2019-02-11,18.74,0,39.4,14.49
2019-02-12,15.03,0,44.32,12.52
2019-02-13,17.01,0,33.38,13.72
2019-02-14,17.08,0,41.26,13.65
2019-02-15,3.34,2.18,76.32,3.45
2019-02-16,13.77,0.04,65.78,12.28
2019-02-17,20.18,0,57.28,15.98
2019-02-18,11.94,0,59.74,9.77
2019-02-19,2.09,5.94,89.92,4.17
2019-02-20,8.02,0,74.16,6.11
2019-02-21,16.85,0,76.74,15.02
2019-02-22,16.66,0,72.34,14.13
2019-02-23,18.92,0,59.24,15.62
2019-02-24,19.4,0,59.78,16.12
2019-02-25,15.99,0,64.84,12.6
2019-02-26,19.67,0,52.98,16.32
2019-02-27,13.17,0,48.1,10.97
2019-02-28,14.88,0,56.7,13.32
2019-03-01,17.67,0,58.84,15.29
2019-03-02,14.99,0,54.7,13.06
2019-03-03,15.39,0,50.96,13.23
2019-03-04,16.04,0,56.28,13.79
2019-03-05,10.12,0,72.02,10.24
2019-03-06,10.13,0,70.82,8.42
2019-03-07,17.72,0.02,62.18,15.66
2019-03-08,21.6,0,53.46,18.79
2019-03-09,15.84,0,46.08,15.17
2019-03-10,9.25,0,40.82,9.8
2019-03-11,9.73,0.58,72.7,8.8
2019-03-12,6.39,0.42,61.06,5.75
2019-03-13,21.09,0.06,40.04,18.4
2019-03-14,15.69,0.02,57.46,14.55
2019-03-15,11.15,5.32,81.64,10.98
2019-03-16,13.55,0,76.98,13.08
2019-03-17,20.95,0,64.8,18.49
2019-03-18,17.45,0,55.5,16.25
2019-03-19,16.86,0,61.54,16.45
2019-03-20,4.76,17.96,86.56,4.17
2019-03-21,9.91,4.34,81.8,11.36
2019-03-22,24.23,0,46.16,21.73
2019-03-23,14.07,1.98,54.76,12.64
2019-03-24,24.22,0,53.74,21.76
2019-03-25,12.22,0,65.42,16.04
2019-03-26,21.33,0,57.88,19.81
2019-03-27,12.37,0,69.76,13.61
2019-03-28,18.47,0,54.36,17.87
2019-03-29,21.85,0,37.78,20.97
2019-03-30,8.6,3.92,81.16,7.71
2019-03-31,10.89,0.34,54.9,9.22
2019-04-01,22.18,0,46.72,21.82
2019-04-02,23.86,0,48.4,22.62
2019-04-03,24.46,0,46.96,22.72
2019-04-04,23.9,0,48.2,23.04
2019-04-05,20.34,0,44.76,20.15
2019-04-06,6.88,1.4,53.24,6.63
2019-04-07,20.78,0,48.36,20.5
2019-04-08,23.55,0,30.94,22.48
2019-04-09,5.28,16.62,55.6,4.48
2019-04-10,6.74,3.34,82.48,7.12
2019-04-11,18.02,0,71.84,14.1
2019-04-12,23,0,55.96,23.86
2019-04-13,23.04,0,45.24,22.83
2019-04-14,8.83,1.62,58.12,8.93
2019-04-15,23.94,0,45.4,24.08
2019-04-16,21.96,0,39.32,22.77
2019-04-17,24.08,0,48.26,24.53
2019-04-18,7.41,0,79,8.46
2019-04-19,13.92,0,66.84,15.17
2019-04-20,17.01,0.24,71.44,17.12
2019-04-21,12.38,0.32,78.98,10.04
2019-04-22,22.42,0,59.06,23.58
2019-04-23,12.39,0,59.46,12.73
2019-04-24,16.97,5.88,75.8,18.68
2019-04-25,2.63,9.94,81.18,2.82
2019-04-26,4.09,4.58,83.9,3.02
2019-04-27,23.35,0,62.58,22.32
2019-04-28,12.04,0.18,65.42,10.7
2019-04-29,9.12,0.24,73.16,7.63
2019-04-30,21.51,0,65.78,22.41
2019-05-01,23.27,0,59.6,24.81
2019-05-02,25.39,0,45.82,27.28
2019-05-03,23.97,0,48.56,26.3
2019-05-04,19.8,0,52.32,20.95
2019-05-05,23.04,0,46.7,25.63
2019-05-06,25.84,0,34.76,28.71
2019-05-07,25.22,0,47.48,27.63
2019-05-08,21.57,0,54.28,24.17
2019-05-09,23.17,0,50.42,25.62
2019-05-10,23.38,0,53.38,25.91
2019-05-11,22.86,0,51.8,25.31
2019-05-12,20.2,0,53.04,22.04
2019-05-13,9.92,0,58.64,11.01
2019-05-14,22.66,0,57.88,24.89
2019-05-15,20.2,0,61.78,22.71
2019-05-16,22.24,0,58.54,25.48
2019-05-17,13.36,0,60.2,14.17
2019-05-18,13.66,0,58.4,15.24
2019-05-19,6.72,15.74,91.08,6.97
2019-05-20,22.54,4.22,66.7,25.57
2019-05-21,26.34,0,59.16,29.06
2019-05-22,25.21,0,55.94,27.97
2019-05-23,24.62,0,57.96,27.8
2019-05-24,23.14,0,61.3,26.3
2019-05-25,17.9,0,60.34,20.66
2019-05-26,22.62,0,51.96,25.99
2019-05-27,2.61,8.4,84.9,2.65
2019-05-28,24.09,0,52.52,26.16
2019-05-29,24.8,0,55.98,28.99
2019-05-30,17.14,0,58.28,18.64
2019-05-31,24.24,0,56.9,28.55
2019-06-01,19.86,0,68.64,18.99
2019-06-02,23.59,0,55.46,26.92
2019-06-03,22.85,0,55.86,26.32
2019-06-04,22.89,0,63.64,26.61
2019-06-05,19.85,0,73.32,23.58
2019-06-06,5.99,8.7,85.6,6.36
2019-06-07,11,32.32,81.4,12.43
2019-06-08,20.78,0,69.56,22.48
2019-06-09,16.6,1.12,74.08,19.02
2019-06-10,12.75,5.84,75.66,16.92
2019-06-11,22.22,0,61.16,23.54
2019-06-12,23.7,0,67.75,25.44
2019-06-13,23.85,0,63.64,27.71
2019-06-14,16.96,0,66.5,18.83
2019-06-15,21.85,2.52,71.3,24.77
2019-06-16,21.34,0,68.48,23.47
2019-06-17,21.76,0.12,68.72,25.39
2019-06-18,9.85,12.66,84.62,12.19
2019-06-19,11.06,0.44,86.075,14.75
2019-06-20,17.79,0,75.96,19.76
2019-06-21,15.18,0.24,77.82,17.58
2019-06-22,23.33,0,57.04,25.8
2019-06-23,22.97,0,55.66,27.06
2019-06-24,23.12,0,60.04,28.28
2019-06-25,23.35,0,60.58,28.2
2019-06-26,10.75,0.84,73.45,10.71
2019-06-27,14.95,0.36,77.34,13.48
2019-06-28,12.28,0.14,77.04,12.52
2019-06-29,10.52,1.56,82.48,10.94
2019-06-30,14.66,0,80.4,13.77
2019-07-01,18.33,0,70.82,20.26
2019-07-02,20.56,0,70.38,22.97
2019-07-03,14.89,0,74.22,14.82
2019-07-04,22.91,0,64.9,25.76
2019-07-05,22.48,1.3,61.08,26.16
2019-07-06,22.18,1.1,57.4,27.23
2019-07-07,19.41,0,54.3,20.29
2019-07-08,18.19,0.1,58.92,20.58
2019-07-09,18.36,0,58.34,21.74
2019-07-10,10.07,9.52,73.76,10.36
2019-07-11,8.56,2.48,84,8.43
2019-07-12,17.48,0.02,75.78,22.48
2019-07-13,15.23,1.92,78.2,14.45
2019-07-14,18.57,6.06,81.18,24
2019-07-15,9.88,9.14,89.3,9.43
2019-07-16,15.98,5.38,82.4,16.2
2019-07-17,13.42,5.18,82.08,13.08
2019-07-18,19.01,0.02,73.58,18.33
2019-07-19,18.32,0.76,75.14,19.81
2019-07-20,9.89,0.98,74.22,12.08
2019-07-21,5.9,11.44,92.84,7.77
2019-07-22,14.18,0.02,81.94,0.24
2019-07-23,13.49,0.02,80.46,
2019-07-24,4.14,2.6,91.2,2.5
2019-07-25,4.02,17.58,96.2,3.88
2019-07-26,3.28,78.1,97.32,3.75
2019-07-27,15.4,18.12,85.56,18.4
2019-07-28,3.44,40.42,95.62,4.05
2019-07-29,11.11,0.28,84.8,12.14
2019-07-30,9.05,11.24,85.44,10.44
2019-07-31,4.82,27.28,94.36,5.25
2019-08-01,13.57,30.18,88.58,17.52
2019-08-02,20.14,0,80.42,23.7
2019-08-03,19.25,1.74,80.88,22.76
2019-08-04,18.65,0,78.86,22.13
2019-08-05,19.82,0.02,76,19.87
2019-08-06,18.87,0.16,68.62,21.98
2019-08-07,10.69,14.92,88,16.33
2019-08-08,15.04,0,83.52,17.86
2019-08-09,18.3,0.06,80.66,23.19
2019-08-10,20.28,0.62,72.54,22.06
2019-08-11,19.24,1.96,60.7,21.09
2019-08-12,6.28,53.36,91.48,6.22
2019-08-13,17.14,1.64,81.24,21.85
2019-08-14,18.59,0,71.84,21.45
2019-08-15,5.45,18.4,86.74,5.66
2019-08-16,15.66,0.74,83,14.67
2019-08-17,12.92,3,82.58,10.08
2019-08-18,20.23,0,77.08,22.85
2019-08-19,19.92,0,76.02,22.35
2019-08-20,20.52,0,71.32,21.9
2019-08-21,13.04,0.18,77.84,16.79
2019-08-22,18.01,0,74.98,19.82
2019-08-23,19.24,0,72.56,22.74
2019-08-24,9.36,0,83.62,7.43
2019-08-25,19.62,0,80.4,20.78
2019-08-26,19.48,0,78.46,2.48
2019-08-27,13.23,2.32,83.56,11.99
2019-08-28,16.55,0.32,81.6,17.37
2019-08-29,11.05,17.4,85.8,11.72
2019-08-30,19.06,0,78.42,22.25
2019-08-31,19.54,0,78.36,19.74
2019-09-01,14.41,0,80.82,15.35
2019-09-02,16.23,0,76.94,16.29
2019-09-03,9.84,0.84,83.04,7.13
2019-09-04,5.4,38.4,95.16,7.25
2019-09-05,5.76,60.78,96.9,4.91
2019-09-06,8.71,1.58,91.56,9.51
2019-09-07,3.97,3.46,80.26,4.52
2019-09-08,8.59,1.16,88.92,9.14
2019-09-09,8.95,2.86,90.38,7.21
2019-09-10,7.17,92.18,95.24,7.31
2019-09-11,10.92,12.46,83.72,7.29
2019-09-12,4.63,6.34,81.92,3.56
2019-09-13,21.28,0.02,75.7,21.49
2019-09-14,5.26,0.84,89.7,5.78
2019-09-15,17.54,0,80.92,18.99
2019-09-16,20.25,0,70.06,20.32
2019-09-17,19.85,0,66.58,20.95
2019-09-18,22.14,0,61,21.63
2019-09-19,19.45,0,67.58,20.4
2019-09-20,8.78,0,75.86,9.02
2019-09-21,3.58,5.04,83.66,2.94
2019-09-22,2.79,13.68,80.48,3.2
2019-09-23,16.94,0,67.14,15.85
2019-09-24,19.81,0,79.92,19.31
2019-09-25,15.7,0,84.95,15.7
2019-09-26,14.28,0,81.36,14.32
2019-09-27,11.97,0,76.975,12.26
2019-09-28,15.33,0,80.5,15.29
2019-09-29,18.18,0,81,18.43
2019-09-30,18.43,0,81.82,17.58
2019-10-01,12.35,0,85.3,11.09
2019-10-02,2.87,20.92,95.025,2.33
2019-10-03,12.27,13.06,82.68,11.25
2019-10-04,15.29,0,86.975,16.37
2019-10-05,7.3,0.16,81.7,11.73
2019-10-06,16.63,0,69.54,14.91
2019-10-07,2.28,17.14,96.64,1.98
2019-10-08,18.26,0,69.54,16.59
2019-10-09,19.29,0,72.76,17.62
2019-10-10,8.17,0,83.12,8.85
2019-10-11,18.39,0,73.96,16.08
2019-10-12,18.69,0,61.04,16.51
2019-10-13,18.57,0,74.76,16.28
2019-10-14,15.72,0,73.1,13.46
2019-10-15,15.79,0,73.84,14.54
2019-10-16,15.97,0,80.26,14.2
2019-10-17,13.11,0,79.08,12.6
2019-10-18,12.36,0,78.88,11.56
2019-10-19,17.12,0,80.84,13.74
2019-10-20,14.02,0,85.96,12.65
2019-10-21,16.19,0,81.08,14.68
2019-10-22,15.58,0,79,13.8
2019-10-23,7.79,0,80.78,7.16
2019-10-24,14.23,0,64.98,12.16
2019-10-25,13.36,0.3,70.7,11.25
2019-10-26,14.52,0,71.78,14.13
2019-10-27,15.74,0,78.82,14.67
2019-10-28,13.22,2.04,77.94,12.13
2019-10-29,13.05,3.04,76.1,12.37
2019-10-30,17.29,0,78.82,14.13
2019-10-31,12.22,0,85.56,11.2
2019-11-01,15.52,0,77.18,13.53
2019-11-02,8.58,0,83.94,8.09
2019-11-03,12.91,0,77.8,11.4
2019-11-04,16.11,0,75.7,13.08
2019-11-05,12.41,0,83.225,10.09
2019-11-06,12.59,0,79.475,11.3
2019-11-07,15.81,0,63,13.04
2019-11-08,16.53,0,56.38,13.45
2019-11-09,15.7,0,64.64,12.71
2019-11-10,7.21,11.14,77.18,6.5
2019-11-11,10.41,1.62,83.2,9.08
2019-11-12,9.21,0.02,84.82,8.53
2019-11-13,1.48,9.44,87,1.2
2019-11-14,17.18,0,43.8,13.07
2019-11-15,3.23,10.34,90.08,3.97
2019-11-16,9.24,0,91.12,8.43
2019-11-17,1.07,32.06,94.26,0.54
2019-11-18,10.8,10.78,67.06,9.16
2019-11-19,13.58,0,58,10.81
2019-11-20,15.86,0,55.2,12.23
2019-11-21,9.21,0,61.54,7.69
2019-11-22,14.16,0,57.6,11.23
2019-11-23,9.54,0,72.88,8.29
2019-11-24,5.4,2.32,85.72,5.46
2019-11-25,8.68,0,72.38,7.03
2019-11-26,12.5,0,77.34,10.65
2019-11-27,11.68,0,60.24,9.82
2019-11-28,13.02,0,65.58,10.93
2019-11-29,14.52,0,62.44,11.3
2019-11-30,10.32,0,61.38,8.35
2019-12-01,2.01,3.38,87.68,1.79
2019-12-02,13.46,0,57.12,9.62
2019-12-03,5.65,0.4,81.88,3.99
2019-12-04,12.17,0.72,70.8,10.1
2019-12-05,14.63,0,42.88,10.88
2019-12-06,14.42,0,54.74,10.95
2019-12-07,4.25,0.2,78.3,4.71
2019-12-08,12.07,0,82.42,11.47
2019-12-09,4.98,0.88,78.56,5.22
2019-12-10,5.9,2.7,93.62,5.96
2019-12-11,5.34,0.7,75.12,6.3
2019-12-12,13.78,0,56.96,9.97
2019-12-13,7.84,1.38,70.36,7.77
2019-12-14,12.57,1.12,74.46,9.89
2019-12-15,11.3,0,77.6,8.89
2019-12-16,9.84,0,79.52,8.68
2019-12-17,1.47,7.66,92.08,1.4
2019-12-18,9,0,80.6,9.18
2019-12-19,12.99,0,62.56,9.81
2019-12-20,12.68,0,62.78,10.04
2019-12-21,4.18,0.12,82.48,4.51
2019-12-22,8.29,0.22,81.8,7.07
2019-12-23,3.67,2.42,90.58,4.78
2019-12-24,8.81,0,92.22,9.54
2019-12-25,7.68,0,85.4,6.5
2019-12-26,2.7,1.1,78.62,2.48
2019-12-27,12.8,0,63.94,10.14
2019-12-28,10.29,0,69.4,8.72
2019-12-29,3.59,0.58,75.94,3.25
2019-12-30,2.1,0.54,79.6,2.1
2019-12-31,14.7,0,50.72,10.93
2020-01-01,4.14,0.06,77.22,3.27
2020-01-02,3.01,0,82.8,2.14
2020-01-03,12.2,0,74.64,9.92
2020-01-04,11.35,0,71.68,8.58
2020-01-05,11.62,0,70.72,9.22
2020-01-06,1.93,2.88,83.64,1.82
2020-01-07,0.56,56.94,99.46,0.41
2020-01-08,2.25,9.16,91.64,2.58
2020-01-09,11.82,0,75.2,9.08
2020-01-10,12.23,0,82.42,10.18
2020-01-11,12.27,0,79.6,9.85
2020-01-12,11.77,0,73.58,10.21
2020-01-13,14.11,0,65.82,10.88
2020-01-14,12.54,0,66.2,9.22
2020-01-15,14.79,0,67,11.63
2020-01-16,13.27,0,67.6,10.47
2020-01-17,12.59,0,68.94,9.66
2020-01-18,14.34,0,67.46,11.2
2020-01-19,6.7,0.36,78.7,6.3
2020-01-20,12.44,0,64.36,9.89
2020-01-21,15.17,0,57.6,11.42
2020-01-22,5.64,0,63.22,3.49
2020-01-23,13.69,0,66.86,10.53
2020-01-24,12.86,0,77.52,10.92
2020-01-25,8.69,0,81.64,7.39
2020-01-26,13.62,0,70.1,10.91
2020-01-27,2.76,0.7,60.98,2.24
2020-01-28,6.2,0.18,62.1,7.21
2020-01-29,11.9,0,66.74,11.5
2020-01-30,12.18,0,67.58,10.05
2020-01-31,10.75,0,77.44,7.23
2020-02-01,8.09,0,83.88,6.97
2020-02-02,9.43,0,73.48,9.17
2020-02-03,16.93,0.02,56.48,12.78
2020-02-04,13.73,1.28,72.8,12.02
2020-02-05,13.33,0,49.02,14.76
2020-02-06,15.69,0,58.08,13.88
2020-02-07,11.13,0,64.4,10.41
2020-02-08,17.33,0,58.14,13.68
2020-02-09,17.65,0,67.8,14.45
2020-02-10,17.16,0,65.76,14.11
2020-02-11,17.16,0,58.48,14.23
2020-02-12,2.49,8,86.3,1.91
2020-02-13,7.19,0,93.56,2.7
2020-02-14,12.61,0,88.68,12.84
2020-02-15,9.67,1.54,80.94,8.68
2020-02-16,3.28,9.12,89.18,3.9
2020-02-17,4.87,0.64,73.88,11.33
2020-02-18,15.91,0,63.5,16.6
2020-02-19,13.96,0,74.52,8.82
2020-02-20,15.77,0,79.02,13.92
2020-02-21,7.49,4.8,83.16,7.64
2020-02-22,12.59,3.68,70.82,12.22
2020-02-23,20.76,0,65.04,17.1
2020-02-24,14.94,0,69.7,13.86
2020-02-25,3.41,22.48,86.94,2.33
2020-02-26,13.65,0,77.26,16.15
2020-02-27,18.09,0,69.18,17.77
2020-02-28,3.04,3.98,93.14,2.68
2020-02-29,15.61,0.04,83.74,13.31
2020-03-01,6.95,0.34,88.14,7.23
2020-03-02,20.21,0,66.16,17.81
2020-03-03,13.15,0,74.08,11.05
2020-03-04,14.85,0.04,66.06,15.8
2020-03-05,22.8,0,59.4,19.06
2020-03-06,20.27,0,62.84,18.1
2020-03-07,11.8,0,64.52,11.14
2020-03-08,20.97,0,64.82,18.25
2020-03-09,12.93,0.04,59.22,10.89
2020-03-10,2.91,9.86,84.94,2.21
2020-03-11,24.34,0,55.12,20.67
2020-03-12,17.84,0,62.54,18.54
2020-03-13,18.85,0.14,49.12,16.95
2020-03-14,22.24,0,58.98,19.62
2020-03-15,19.22,0,60.54,18.56
2020-03-16,23.86,0,59,20.95
2020-03-17,7.14,0.24,80.28,8.39
2020-03-18,21.87,0,62.22,20.7
2020-03-19,14.64,0.04,57.78,15.74
2020-03-20,22.28,0,50.64,20.58
2020-03-21,16.08,0,65.42,14.77
2020-03-22,24.18,0,49.4,22.28
2020-03-23,22.57,0,51.76,21.01
2020-03-24,22.44,0,53.04,20.59
2020-03-25,19.75,0,53.62,19.24
2020-03-26,10.92,1.92,66.66,9.59
2020-03-27,15.19,4.86,68.02,15.47
2020-03-28,20.59,0,28.7,18.81
2020-03-29,24.27,0,49.26,22.45
2020-03-30,23.99,0,52.7,22.72
2020-03-31,21.57,0,51.84,21.15
2020-04-01,19.45,0,49.34,19.34
2020-04-02,22.02,0,57.7,20.41
2020-04-03,23.88,0,60.3,22.64
2020-04-04,23.52,0,42.82,23.47
2020-04-05,25.22,0,36.5,24.36
2020-04-06,24.04,0,53.78,23.49
