일시,태양광 이용률,평균기온(°C),일강수량(mm),합계전천일사량(MJ/m2)
2016-10-01,9.25,19.24,0,6.26
2016-10-02,2.6,17.76,36.12,2.09
2016-10-03,14.29,21.42,36.64,11.55
2016-10-04,18.77,20.22,0,15.45
2016-10-05,12.71,19.8,4,9.84
2016-10-06,18.39,16.98,0,14.99
2016-10-07,10.12,18.42,5.76,8.13
2016-10-08,13.68,16.72,7.6,11.09
2016-10-09,20.49,11.2,0,15.14
2016-10-10,18.08,11.8,0,13.03
2016-10-11,13.37,13.54,0,9.91
2016-10-12,16.63,13.66,0,12.57
2016-10-13,15.75,13,0,11.31
2016-10-14,14.1,14.3,0,10.89
2016-10-15,14.66,16.36,0,11.14
2016-10-16,3.7,15.64,1.6,2.86
2016-10-17,11.6,16.56,0.06,8.92
2016-10-18,12.61,14.74,0,7.15
2016-10-19,14.51,15.8,0,11.31
2016-10-20,13.76,16.28,0,11.14
2016-10-21,7.62,16.64,0,5.3
2016-10-22,9.14,16.94,0,6.82
2016-10-23,1.95,12.64,2.7,2.05
2016-10-24,17.66,13.22,0,12.33
2016-10-25,5.19,12.94,37.78,4.03
2016-10-26,5.42,11.92,0,5.72
2016-10-27,11.43,13.72,0,7.86
2016-10-28,6.28,13.88,1.1,3.98
2016-10-29,6.34,7.96,0,6.48
2016-10-30,18.43,5.7,0,12.35
2016-10-31,2.1,5.28,0.16,1.72
2016-11-01,18.58,1.66,0,12.09
2016-11-02,14.95,3.28,0.34,7.02
2016-11-03,12.37,7.52,1.1,9.04
2016-11-04,7.16,11.46,0,5.96
2016-11-05,6.22,13.9,0,6.2
2016-11-06,9.47,13.5,0,8.33
2016-11-07,6.64,12.9,3.72,5.49
2016-11-08,14.14,4.96,0.22,10.34
2016-11-09,16.9,2.02,0,10.9
2016-11-10,5.02,5.26,1.54,3.31
2016-11-11,13.15,8.52,2.98,8.32
2016-11-12,11.39,9.98,0,8.6
2016-11-13,7.32,12.625,0.6,5.45
2016-11-14,3.42,12.06,2.4,2.43
2016-11-15,16.21,5.74,0,10.44
2016-11-16,11.89,3.7,0,7.8
2016-11-17,12.44,6.96,0,8.1
2016-11-18,6.94,8.06,0.82,5.25
2016-11-19,7.34,12.14,0.06,3.65
2016-11-20,14.18,10.1,0,9.16
2016-11-21,3.41,7.66,0,2.76
2016-11-22,9.92,3.2,0.28,7.44
2016-11-23,12.13,-1.04,0,7.7
2016-11-24,15.38,-2.26,0,9.66
2016-11-25,11.69,-0.78,0,7.24
2016-11-26,1.94,-0.62,1.66,1.55
2016-11-27,4.95,2.3,0.1,5.42
2016-11-28,13.52,1.22,0,8.66
2016-11-29,14.26,0.02,0,8.68
2016-11-30,4.64,4.66,0.8,4.08
2016-12-01,13.63,4.4,0,8.43
2016-12-02,14.44,0.3,0,8.82
2016-12-03,12.47,2.32,0,7.94
2016-12-04,4.44,3.04,0,3.42
2016-12-05,4.57,5.64,0.46,4.44
2016-12-06,14.65,-1.04,0,9.05
2016-12-07,6.87,0.02,0.06,5.73
2016-12-08,6.64,0.26,3.72,5.83
2016-12-09,11.13,1.66,2.78,6.86
2016-12-10,13.82,-1.96,0,8.43
2016-12-11,13.75,-2.86,0,8.42
2016-12-12,6.57,0.16,0,4.89
2016-12-13,8.01,2.24,0,4.67
2016-12-14,3.19,-0.94,1.18,2.32
2016-12-15,13.52,-4.12,0,8.66
2016-12-16,13.49,-5.02,0,8.72
2016-12-17,7.75,1.62,0,5.4
2016-12-18,3,3.6,0,2.48
2016-12-19,5.04,5.66,0.58,4.03
2016-12-20,10.42,5.08,0,7.16
2016-12-21,6.53,6.3,28.5,4.82
2016-12-22,1.08,5.9,23.12,0.84
2016-12-23,1.62,-1.36,0.38,2.4
2016-12-24,5.52,-2.22,0,6.03
2016-12-25,10.17,0.08,0,6.7
2016-12-26,1.54,1.92,0.34,1.41
2016-12-27,12.31,-1.26,0.44,8.24
2016-12-28,13.16,-4,0,8.29
2016-12-29,12.89,-3.78,0.3,8.68
2016-12-30,10.82,-4.54,0,7.78
2016-12-31,6.03,-1.2,0,4.46
2017-01-01,6.04,1.04,0,4.55
2017-01-02,5.95,3.74,0.22,4.94
2017-01-03,12.46,0.76,0,7.83
2017-01-04,12.09,2.42,0,7.67
2017-01-05,4.98,2.96,0,3.8
2017-01-06,11.7,4.2,0,7.25
2017-01-07,10.05,2.1,0,6.62
2017-01-08,7.7,6.18,0.04,5.5
2017-01-09,9.93,2.28,0.04,6.45
2017-01-10,11.64,-3.04,0,7.29
2017-01-11,12.86,-4.16,0,7.51
2017-01-12,11.37,-2.42,0.38,6.04
2017-01-13,10.01,-5.8,0.22,6.57
2017-01-14,16.24,-7.8,0,9.82
2017-01-15,15.88,-7.05,0,9.72
2017-01-16,15.17,-5.7,0,9.45
2017-01-17,11.07,-4,0,7.52
2017-01-18,5.73,-2.42,0,4.67
2017-01-19,9.78,-2.72,0,7.21
2017-01-20,3.1,-4.22,1.64,6.96
2017-01-21,5.09,-6.32,0.9,5.3
2017-01-22,9.32,-7.46,0.14,10.12
2017-01-23,13.63,-9.36,0,10.22
2017-01-24,15.04,-8.44,0,10.5
2017-01-25,15.42,-7.2,0,10.74
2017-01-26,9.64,-3.56,0.96,8.13
2017-01-27,16.98,-2.14,2.56,10.72
2017-01-28,13.94,-2.98,0,8.37
2017-01-29,1.29,0.18,6.42,1.31
2017-01-30,7.43,-4.52,0.02,11
2017-01-31,11.36,-7,0,9.33
2017-02-01,16.06,-4.52,0,11.22
2017-02-02,17.44,-3.36,0,11.51
2017-02-03,14.02,-0.36,0,9.92
2017-02-04,4.41,-0.46,0,3.35
2017-02-05,2.84,1.3,1.02,2.21
2017-02-06,17.93,-1.12,0,11.48
2017-02-07,10.2,-2.74,0,7.43
2017-02-08,7.94,-2.32,0,6.38
2017-02-09,16.5,-4.42,0,10.67
2017-02-10,18.96,-5.92,0,12.36
2017-02-11,19.09,-4.6,0,12.19
2017-02-12,19.39,-2.88,0,12.88
2017-02-13,11.07,-1.92,0.2,7.07
2017-02-14,18.43,-1.02,0,12.61
2017-02-15,14.81,-0.18,0,10.49
2017-02-16,9.98,4.08,0.72,7.75
2017-02-17,19.67,2.08,3.72,12.65
2017-02-18,20.3,-2.08,0,13.41
2017-02-19,8,1.34,3.68,6.06
2017-02-20,19.16,-0.48,1.58,12.73
2017-02-21,19.49,-1.44,0,13.18
2017-02-22,1.76,0.92,6.54,1.78
2017-02-23,20.69,-0.52,0,14.11
2017-02-24,20.21,-0.88,0,14
2017-02-25,19.86,1.26,0,14.69
2017-02-26,19.48,2.08,0,12.23
2017-02-27,20.55,2.34,0,14.07
2017-02-28,18.44,3.66,0,13.62
2017-03-01,7.49,3.96,4.14,6.62
2017-03-02,16.48,1.96,0.4,14.28
2017-03-03,18.56,2.22,0,14
2017-03-04,19.42,3.94,0,14.57
2017-03-05,13.47,4,0.94,11.32
2017-03-06,22.95,0.86,0.02,15.97
2017-03-07,23.03,-0.92,0,16.2
2017-03-08,18.23,-0.16,0.06,13.85
2017-03-09,19.83,2.78,0,14.77
2017-03-10,21.83,3.88,0,15.93
2017-03-11,20.5,5.4,0,15.39
2017-03-12,11.17,6.92,0,10.73
2017-03-13,20.79,6.4,0,14.9
2017-03-14,21.91,5.16,0,16.54
2017-03-15,21.72,4.64,0,15.93
2017-03-16,20.45,5.04,0,15.63
2017-03-17,20.32,6.38,0,15.4
2017-03-18,18.64,8.18,0,14.63
2017-03-19,20.35,8.48,0,15.7
2017-03-20,6.88,8.36,0,5.02
2017-03-21,17.85,7.04,0,15.33
2017-03-22,20.73,6.6,0,16.4
2017-03-23,17.47,7.82,0,14.35
2017-03-24,15.8,7.22,0,12.83
2017-03-25,11.37,6.44,0.06,10.72
2017-03-26,13.54,6.1,0.08,10.65
2017-03-27,11.22,5.56,1.04,12.1
2017-03-28,14.14,5.58,0,12.33
2017-03-29,19.82,7.64,0,15.91
2017-03-30,19.08,9.16,0,15.47
2017-03-31,5.7,7.4,5.54,6.15
2017-04-01,17.17,7.6,1.74,16.56
2017-04-02,21.26,7.54,0,18.69
2017-04-03,23.01,10.04,0,18.74
2017-04-04,20.42,12.22,0,16.83
2017-04-05,3.78,11.3,25.34,2.94
2017-04-06,8.25,11.34,4.02,5.07
2017-04-07,19.9,14.12,0,16.64
2017-04-08,16.82,13.3,0.34,14.5
2017-04-09,14.62,13.56,0.5,11.57
2017-04-10,24.31,14.98,0,20.25
2017-04-11,20.67,14.14,0.86,17.42
2017-04-12,24.7,11.26,0,20.4
2017-04-13,20.45,11.52,0,18.18
2017-04-14,10.32,12.5,3.02,8.03
2017-04-15,21.66,15.42,0,18.98
2017-04-16,18.27,17.14,0,15.38
2017-04-17,4.59,13.06,8.76,4.32
2017-04-18,8.86,10.88,11.36,7.62
2017-04-19,24.89,12.18,0,21.36
2017-04-20,11.22,12.16,0.2,8.49
2017-04-21,21.13,12,0,18.27
2017-04-22,23.11,13.56,0,20.97
2017-04-23,24.64,13.36,0,21.65
2017-04-24,23.5,13.46,0,20.68
2017-04-25,16.38,15.42,0,15.22
2017-04-26,24.75,14.76,0,21.72
2017-04-27,23.79,12.88,0,21.92
2017-04-28,21.57,13.98,0,20.04
2017-04-29,23.03,15.68,0,20.82
2017-04-30,20.69,18.08,0,19.06
2017-05-01,22.14,18.68,0,20.17
2017-05-02,19.37,18.44,0,17.56
2017-05-03,22.13,19.58,0,20.84
2017-05-04,17,19.86,0,15.71
2017-05-05,20.83,20.24,0,19.81
2017-05-06,22.62,14.18,0,20.63
2017-05-07,22.88,15.26,0,21.06
2017-05-08,15.48,16.4,0,14.09
2017-05-09,7.36,15.28,4.82,7.37
2017-05-10,14.24,15.54,2.9,17.03
2017-05-11,15.84,17.5,0.14,13.66
2017-05-12,7.48,17.94,0.18,6.13
2017-05-13,10.35,16,9.08,9.04
2017-05-14,24.38,15.2,0,24.09
2017-05-15,18.89,15.04,0,23.66
2017-05-16,18.32,16.28,0,16.95
2017-05-17,23.19,17.94,0,22.35
2017-05-18,22.07,18.88,0,20.93
2017-05-19,23.28,19.58,0,23.47
2017-05-20,21.41,19.44,0,20.48
2017-05-21,23.05,19.96,0,23.72
2017-05-22,20.99,20.14,0,21.89
2017-05-23,12.14,18.5,6.58,11.46
2017-05-24,21.28,20.58,2.68,21.32
2017-05-25,22.36,18.34,0,23.41
2017-05-26,22.44,16.64,0,23.21
2017-05-27,23.94,18.02,0,24.07
2017-05-28,21.22,19.56,0,20.23
2017-05-29,20.9,22.12,0,21.02
2017-05-30,19.59,22.06,0,18.81
2017-05-31,17.57,21.32,0,16.93
2017-06-01,17.82,21.88,0.94,20.37
2017-06-02,23.92,19.5,0,23.78
2017-06-03,23.36,19.74,0,23.97
2017-06-04,23.94,20.26,0,23.78
2017-06-05,23.57,21.92,0,23.26
2017-06-06,7.39,18.12,7.74,5.97
2017-06-07,3.44,16.94,11.16,2.48
2017-06-08,21.55,19.54,0,19.51
2017-06-09,18.17,20.48,0.32,15.78
2017-06-10,21.14,20.52,0.96,18.66
2017-06-11,24.95,20.9,0,24.36
2017-06-12,20.71,21,0.08,18.44
2017-06-13,18.33,19.64,4.42,17.17
2017-06-14,21.39,20.78,0,21.82
2017-06-15,22.66,22.2,0,21.92
2017-06-16,21.73,23.96,0,21.1
2017-06-17,21.8,23.14,0,21.43
2017-06-18,22.82,23.14,0,22.63
2017-06-19,19.99,23.42,0,19.76
2017-06-20,18.18,24.58,0,16.25
2017-06-21,21.03,24.34,0,22.07
2017-06-22,20.82,24.36,0,20.99
2017-06-23,21.51,25.44,1.08,22.28
2017-06-24,7.45,22.96,1.28,5.29
2017-06-25,15.31,22.72,0.76,15.18
2017-06-26,13.83,22.54,15.74,13.07
2017-06-27,18.6,23.78,2.84,18.83
2017-06-28,18.9,24.82,2.16,18.42
2017-06-29,20.03,24.92,0.08,18.02
2017-06-30,17.66,25.2,0,17.37
2017-07-01,10.51,24.06,11.46,7.98
2017-07-02,5.85,24.32,62.64,4.11
2017-07-03,6.93,24.48,22.96,3.94
2017-07-04,18.32,26.24,35.18,18.11
2017-07-05,19.55,26.48,0,18.99
2017-07-06,19.2,26.84,0,19.93
2017-07-07,6.81,25.68,21.04,5.21
2017-07-08,4.93,25.26,15.54,3.73
2017-07-09,10.19,25.72,25.78,9.89
2017-07-10,2.41,23.92,84.84,2.08
2017-07-11,15.69,25.94,5.04,16.1
2017-07-12,16.91,26.64,0,14.31
2017-07-13,18.42,26.12,0,18.07
2017-07-14,17.1,26.88,0.28,17.66
2017-07-15,5.58,24.24,48.26,2.78
2017-07-16,8.75,24.96,37.62,7.32
2017-07-17,8.98,25.72,0.38,7.97
2017-07-18,12.44,25.54,1.08,11.28
2017-07-19,17.58,27.24,0.02,18.48
2017-07-20,18.65,28.28,0,17.7
2017-07-21,12.25,28.38,1.2,10.63
2017-07-22,9.76,27.74,2.06,10.84
2017-07-23,2.82,26.36,44.14,2.01
2017-07-24,3.64,25.66,12.42,3.14
2017-07-25,19.13,28.2,0.02,18.73
2017-07-26,21.38,26.86,0,20.36
2017-07-27,11.73,25.6,1.12,10.77
2017-07-28,3.14,24.16,27.18,2.65
2017-07-29,11.84,25.82,0,12.4
2017-07-30,16.23,26.6,0,18.2
2017-07-31,3.64,24.08,29.18,2.76
2017-08-01,18.14,27.2,1.02,16.62
2017-08-02,15.87,28.44,0,13.51
2017-08-03,20.56,28.12,0,19.91
2017-08-04,19.62,28.24,0,20.2
2017-08-05,18.8,29.64,0,19.98
2017-08-06,12.15,28.54,2.62,9.22
2017-08-07,19.01,27.9,0,19.04
2017-08-08,14.38,26.46,0,14.18
2017-08-09,11.21,25.76,5.3,8.74
2017-08-10,6.31,24,13.9,3.6
2017-08-11,16.2,25.82,6.44,11.82
2017-08-12,18.62,26.02,0,15.07
2017-08-13,11.39,25.08,0.02,8.8
2017-08-14,6.13,23.34,2.8,4.94
2017-08-15,2.26,21.62,63.96,1.76
2017-08-16,8.04,22.44,7.92,8.46
2017-08-17,12.19,23.96,9.22,12.38
2017-08-18,12.87,24.64,6.92,13.58
2017-08-19,10.21,24.66,5.32,8.03
2017-08-20,4.68,23.06,82.1,5.17
2017-08-21,9.35,24.48,24.58,8.77
2017-08-22,17.71,26.1,0.2,16.67
2017-08-23,9.82,25.88,38.34,9.85
2017-08-24,5.24,25.74,39.92,4.53
2017-08-25,18.88,24.06,0,19.2
2017-08-26,22.44,21.92,0.02,20.63
2017-08-27,9.12,20.3,0,6.85
2017-08-28,6.73,20.16,15.74,5.45
2017-08-29,20.47,19.12,0,19.14
2017-08-30,9.31,17.92,0,7.46
2017-08-31,19.92,19.94,0,15.44
2017-09-01,22.35,20.9,0,19.98
2017-09-02,19.88,21.28,0,17.06
2017-09-03,19.51,21.66,0,16.82
2017-09-04,18.14,22.02,0,16.24
2017-09-05,5.32,20.04,0,4.41
2017-09-06,5.25,19.32,1.28,3.89
2017-09-07,14.92,21.32,0,15.07
2017-09-08,17.83,22.7,0,15.3
2017-09-09,15.12,22.04,0,13.9
2017-09-10,6.64,21.22,0.06,5.06
2017-09-11,8.47,20.02,16.48,7.26
2017-09-12,17.99,20.22,0,17.85
2017-09-13,21.82,19.04,0,18.48
2017-09-14,20.76,19.48,0,17.89
2017-09-15,20.02,20.64,0,16.07
2017-09-16,18.38,19.4,0,14.04
2017-09-17,19.33,21.06,0,15.87
2017-09-18,18.88,19.92,0,16.87
2017-09-19,7.89,20.54,6.22,7.25
2017-09-20,21.51,17.82,0,18.04
2017-09-21,19.83,17.08,0,17.06
2017-09-22,17.17,18.26,0,14.56
2017-09-23,12.63,19.38,0,9.89
2017-09-24,11.37,20.42,0,10.91
2017-09-25,15.99,21.12,0,14.37
2017-09-26,15.55,21.96,0.04,12.92
2017-09-27,8.08,20.8,0.7,7.79
2017-09-28,19.83,18.32,0,16.42
2017-09-29,18.39,14.2,0,14.38
2017-09-30,14.29,17.3,0,12.37
2017-10-01,4.59,16.08,6.52,3.69
2017-10-02,18.27,19.8,1.76,14.97
2017-10-03,11.9,16.6,0,9.43
2017-10-04,17.24,15.2,0,13.4
2017-10-05,12.19,16.24,0,9.85
2017-10-06,7.88,16.82,0.44,6.79
2017-10-07,13.82,19.94,0.04,10.98
2017-10-08,14.22,20.82,0,11.1
2017-10-09,13.17,20.56,0,13.4
2017-10-10,6.61,19.86,2.32,6.31
2017-10-11,5.25,14.96,9.84,4.12
2017-10-12,4.51,10.78,0.26,3.82
2017-10-13,15.58,10.72,0,12.2
2017-10-14,16.96,11.98,0,12.78
2017-10-15,16.18,13.28,0,11.94
2017-10-16,10.88,14.66,0,8.49
2017-10-17,17.4,14.075,0,13.03
2017-10-18,4.91,14.56,0.12,4.12
2017-10-19,15.57,15.075,0,11.71
2017-10-20,17.04,14.14,0,12.56
2017-10-21,16.83,14.1,0,12.62
2017-10-22,15.01,14.1,0,12.15
2017-10-23,16.56,11.5,0,12.17
2017-10-24,14.35,11.34,0,10.08
2017-10-25,15.94,11.26,0,11.52
2017-10-26,9.11,12.5,0,8.38
2017-10-27,15.06,14.18,0,10.96
2017-10-28,15.83,14.06,0,11.52
2017-10-29,13.97,10.18,0,10.57
2017-10-30,17.5,6,0,12.15
2017-10-31,16.07,7.06,0,11.64
2017-11-01,7.05,12.46,0,5.3
2017-11-02,4.91,14.16,0.32,4.46
2017-11-03,9.36,11.1,2.2,6.99
2017-11-04,14.25,6.6,0,10.54
2017-11-05,13.25,5.76,0,10.45
2017-11-06,12.83,9.04,0,9.87
2017-11-07,9.38,12.48,0,8.27
2017-11-08,13.08,12.22,0.04,9.04
2017-11-09,14.74,7.02,0,9.87
2017-11-10,4.05,7.96,6.64,3.63
2017-11-11,16.3,4.94,0,10.71
2017-11-12,13.99,3.06,0,9.42
2017-11-13,4.7,6.32,2.76,3.94
2017-11-14,14.53,6.22,0,9.71
2017-11-15,13.08,2.28,0.04,8.97
2017-11-16,15.45,4.44089E-17,0,9.88
2017-11-17,2.1,0.92,0.04,1.93
2017-11-18,16.45,-1.54,0,10.41
2017-11-19,15.02,-2,0,9.64
2017-11-20,8.25,-1.66,0.14,6.17
2017-11-21,13.42,-1.52,0,10
2017-11-22,6.45,2.5,0.72,5.42
2017-11-23,9.76,-0.12,0.52,6.72
2017-11-24,8.08,-1.32,0.82,6.65
2017-11-25,5.64,1.64,13.12,5.36
2017-11-26,10.27,2.64,0.24,8.14
2017-11-27,14.14,0.3,0,9.17
2017-11-28,8.03,4.08,0.2,5.58
2017-11-29,14.06,4.175,0.04,8.7
2017-11-30,14.88,-2.12,0,9.08
2017-12-01,13.52,-3.12,0,8.84
2017-12-02,11.52,-0.46,0.04,8.78
2017-12-03,4.83,2.54,2.02,3.84
2017-12-04,14.54,-1.14,0.28,8.88
2017-12-05,14.67,-4.4,0.04,8.83
2017-12-06,10.18,-1.04,1.78,7.5
2017-12-07,9.05,0.1,0.22,7.2
2017-12-08,14.07,-3.82,0,8.68
2017-12-09,11.07,-2.04,0,6.49
2017-12-10,3.32,0.04,7.4,2.8
2017-12-11,12.08,-7.12,0,9
2017-12-12,13.22,-9.25,0,8.8
2017-12-13,13.3,-9.52,0,8.92
2017-12-14,7.29,-8.62,0,6
2017-12-15,4.75,-5.16,0,4.14
2017-12-16,12.05,-5.58,0,7.74
2017-12-17,13.24,-7.46,0,8.49
2017-12-18,3.82,-3.24,1.32,5.36
2017-12-19,11.05,-5.633333333,0,8.62
2017-12-20,6.27,-5.62,1.08,4.48
2017-12-21,8.82,-3.34,0,6.8
2017-12-22,7.22,0.88,0,5.19
2017-12-23,6.03,3.22,0,3
2017-12-24,0.97,1.68,13.44,0.98
2017-12-25,14.07,-2.66,0,8.67
2017-12-26,13.66,-4.72,0,8.85
2017-12-27,14.34,-7.42,0,8.63
2017-12-28,7.88,-3.44,0,6.19
2017-12-29,6.07,0.66,0,4.42
2017-12-30,4.71,-0.02,1.46,3.57
2017-12-31,11.61,-0.36,0.76,8.21
2018-01-01,11.92,-2.98,0,7.56
2018-01-02,9.39,-3.16,0,5.85
2018-01-03,14.19,-4.76,0,8.67
2018-01-04,10.03,-5.64,0,6.55
2018-01-05,12.33,-4.5,0,7.85
2018-01-06,14.25,-4.6,0,8.67
2018-01-07,6.33,-3.04,0,4.79
2018-01-08,4.7,0.72,0.98,3.07
2018-01-09,7.67,-4.16,0.32,7.32
2018-01-10,9.54,-7.72,0.24,9.1
2018-01-11,11.52,-11.24,0,8.68
2018-01-12,14.31,-11.02,0,9.58
2018-01-13,4.28,-5.96,0.18,4.14
2018-01-14,9.28,-0.86,0,7.37
2018-01-15,10.79,2.94,0.48,7.59
2018-01-16,3.54,1.24,0,3.27
2018-01-17,6.89,2.84,0.64,4.36
2018-01-18,6.5,1.1,0,5.34
2018-01-19,14.09,-0.14,0,8.83
2018-01-20,7.74,-0.18,0,5.94
2018-01-21,11.83,-1.78,0,8.06
2018-01-22,4.09,-0.88,3.64,3.54
2018-01-23,11.36,-11.34,0,10.69
2018-01-24,12.45,-14.12,0,10.89
2018-01-25,11.79,-14.04,0,9.72
2018-01-26,13.91,-14.84,0,10.92
2018-01-27,13.66,-11.54,0,10.46
2018-01-28,13.01,-6.3,0,9.38
2018-01-29,16.38,-9.02,0,10.55
2018-01-30,12.58,-6.74,0.22,7.48
2018-01-31,5.81,-3.36,0,5.62
2018-02-01,17.58,-5.5,0,11.24
2018-02-02,15.76,-4.36,0,10.14
2018-02-03,17.35,-7.04,0.48,11.82
2018-02-04,18.19,-9.66,0,11.63
2018-02-05,19.06,-9.9,0,11.97
2018-02-06,18.85,-10.32,0,11.92
2018-02-07,17.86,-9.62,0,11.52
2018-02-08,16.69,-6.62,0,10.94
2018-02-09,8.01,-1.86,0,5.85
2018-02-10,11.87,-1.5,0,9.35
2018-02-11,14.74,-6.64,0.5,10.29
2018-02-12,14.37,-6.6,0.36,11.08
2018-02-13,15.61,-2.66,0.04,11.32
2018-02-14,8.54,2.3,0,6.18
2018-02-15,18.85,-0.7,0,12.59
2018-02-16,17.12,-2.14,0,11.62
2018-02-17,20.19,-2.9,0,13.25
2018-02-18,12.31,-1.42,0,8.43
2018-02-19,11.57,0.4,0,8.75
2018-02-20,15.2,-0.04,0.02,9.45
2018-02-21,18.28,-1.36,0,12.54
2018-02-22,12.48,-0.1,0.4,7.77
2018-02-23,8.28,3.26,4.06,7.91
2018-02-24,15.19,2.1,0,11.09
2018-02-25,18.81,1.12,0,12.97
2018-02-26,20.05,1.1,0,14.1
2018-02-27,2.92,1.7,0,2.51
2018-02-28,1.55,3.56,25.36,1.29
2018-03-01,18.78,-0.06,1.54,13.69
2018-03-02,21.03,-1.36,0,15.12
2018-03-03,19.44,7.02,0,14.4
2018-03-04,5.67,8.84,12.3,4.29
2018-03-05,15.5,4.28,9.3,11.99
2018-03-06,20.95,3.14,0,15.02
2018-03-07,12.85,5.08,1.5,9.74
2018-03-08,10.89,4.3,5.7,6.85
2018-03-09,14.58,4.16,0,10.69
2018-03-10,17.93,3.34,0,13.94
2018-03-11,20.21,5.76,0,15.35
2018-03-12,16.08,6.42,0,12.79
2018-03-13,16.54,10.88,0,13.22
2018-03-14,15.81,15.46,0,13.98
2018-03-15,1.44,11.36,24.64,1.37
2018-03-16,22.48,5.9,0,16.51
2018-03-17,20.86,5.5,0,16.15
2018-03-18,7.22,7.18,1.38,6.32
2018-03-19,4.15,7.76,3.34,2.52
2018-03-20,16.35,4.4,0,11.96
2018-03-21,5.99,2.18,0.72,2.98
2018-03-22,22.5,4.94,0,17.5
2018-03-23,20.43,5.1,0,16.09
2018-03-24,15.94,7.46,0,13.01
2018-03-25,19.86,8.92,0,16.07
2018-03-26,18.7,9.74,0,15.67
2018-03-27,16.73,11.78,0,14.68
2018-03-28,15.62,12.96,0,13.4
2018-03-29,14.97,14.64,0,11.43
2018-03-30,19.24,13.68,0,15.18
2018-03-31,17.99,13.3,0,15.99
2018-04-01,7.45,14.58,0,4.78
2018-04-02,13.89,17.44,0,12.04
2018-04-03,9.73,17.46,0.24,8.76
2018-04-04,12.45,11.74,16,10.21
2018-04-05,2.26,6.98,15.56,2.21
2018-04-06,13.42,6.1,7.78,10.5
2018-04-07,20.81,4.5,0.22,18.24
2018-04-08,9.89,3.46,2.64,8.22
2018-04-09,20.3,7.12,0,17.65
2018-04-10,17.52,14.1,6.12,17.54
2018-04-11,24.33,12.62,0,24.1
2018-04-12,24.19,11.96,0,23.92
2018-04-13,12.75,13.2,0,12.99
2018-04-14,3.07,8.58,12.14,2.91
2018-04-15,17.82,9.26,0,18.79
2018-04-16,24.38,10.52,0,24.26
2018-04-17,22.92,11.52,0,22.73
2018-04-18,24.14,11.52,0,25.11
2018-04-19,22.28,13,0,22.8
2018-04-20,21.89,17.08,0,22.64
2018-04-21,24.07,17.24,0,25.55
2018-04-22,6.5,14.74,5.44,4.8
2018-04-23,2.36,9.38,59.74,2.33
2018-04-24,9.84,11.6,3.66,8.84
2018-04-25,24.12,13.54,0,25.01
2018-04-26,21.57,14.22,0,22.03
2018-04-27,21.87,14.52,0,22.27
2018-04-28,24.41,14.46,0,26.17
2018-04-29,22.6,14.68,0,23.82
2018-04-30,19.49,17.62,0,22.09
2018-05-01,12.34,19.64,0.02,13.33
2018-05-02,4.14,14.18,15.12,5.45
2018-05-03,18.34,10.68,1.16,22.13
2018-05-04,25.73,13.72,0,27.61
2018-05-05,19.81,16.88,0,20.36
2018-05-06,7.15,15.66,22.58,6.78
2018-05-07,16.98,18,0,17.89
2018-05-08,18.84,16.22,0,21.64
2018-05-09,24.55,14.48,0.12,26.81
2018-05-10,24.1,14.74,0,26.78
2018-05-11,16.99,15.46,0,19.03
2018-05-12,1.75,13.06,27.7,1.57
2018-05-13,15.73,16.04,0.42,13.44
2018-05-14,17.42,17.3,0,21
2018-05-15,19.17,21.76,0,20.58
2018-05-16,1.66,21.24,36.04,1.5
2018-05-17,4.42,20.8,71.32,4.19
2018-05-18,5.01,15.28,7.12,3.2
2018-05-19,25.94,16.96,0,29.14
2018-05-20,14.07,16,0,14.37
2018-05-21,21.46,16.22,0,24.55
2018-05-22,11.35,17.06,11.34,12.94
2018-05-23,25.72,17.32,6.48,29.08
2018-05-24,24.83,17.34,0,27.19
2018-05-25,22.73,18.4,0,24.82
2018-05-26,24.49,20.22,0,27.18
2018-05-27,14.79,19.26,0,15.06
2018-05-28,24.16,20.82,0,27.18
2018-05-29,14.5,20.86,3.38,14.08
2018-05-30,18.57,19.56,5.94,19.09
2018-05-31,23.98,19.84,0,26.24
2018-06-01,24.33,22.56,0,27.95
2018-06-02,24.82,22.12,0,28.65
2018-06-03,23.27,21.78,0,25.75
2018-06-04,18.92,21.26,0,21.59
2018-06-05,22.82,22.6,0,25.71
2018-06-06,22.44,22.02,0,26.16
2018-06-07,19.69,21.66,0,22.34
2018-06-08,16.5,21.28,0,22.49
2018-06-09,17.35,22.42,1.68,17.77
2018-06-10,12.92,20.34,0.84,15.44
2018-06-11,11.29,19.5,1.34,10.31
2018-06-12,22.14,20.52,1.54,23.69
2018-06-13,15.83,21.4,0,16.56
2018-06-14,11.55,20.9,15.64,13.43
2018-06-15,20.41,20.52,1.18,24.89
2018-06-16,22.95,20.88,0,28.6
2018-06-17,13.7,21.26,0,14.97
2018-06-18,20.59,23.72,0,26.9
2018-06-19,13.45,21.4,0,14.94
2018-06-20,19.86,22.4,0,26.18
2018-06-21,22.83,23.28,0,28.08
2018-06-22,23.66,23.72,0,27.36
2018-06-23,19.82,23.36,0,22.48
2018-06-24,22,24.64,0,26.04
2018-06-25,17.62,25.28,0,20.28
2018-06-26,1.65,21.68,90.06,1.76
2018-06-27,12.49,22.28,0.62,11.49
2018-06-28,8.04,22.62,11.48,6.04
2018-06-29,18.42,24.14,0.24,19.17
