일시,태양광 이용률,평균 상대습도(%),합계전천일사량(MJ/m2)
2017-01-01,6.04,82.62,4.55
2017-01-02,5.95,83.5,4.94
2017-01-03,12.46,72.44,7.83
2017-01-04,12.09,68.08,7.67
2017-01-05,4.98,63.8,3.8
2017-01-06,11.7,65.62,7.25
2017-01-07,10.05,77.12,6.62
2017-01-08,7.7,65.4,5.5
2017-01-09,9.93,60.14,6.45
2017-01-10,11.64,48.44,7.29
2017-01-11,12.86,43.28,7.51
2017-01-12,11.37,51.12,6.04
2017-01-13,10.01,49.48,6.57
2017-01-14,16.24,33.98,9.82
2017-01-15,15.88,42.625,9.72
2017-01-16,15.17,52.76,9.45
2017-01-17,11.07,58.34,7.52
2017-01-18,5.73,74.74,4.67
2017-01-19,9.78,69.78,7.21
2017-01-20,3.1,68.66,6.96
2017-01-21,5.09,80.98,5.3
2017-01-22,9.32,47.34,10.12
2017-01-23,13.63,55,10.22
2017-01-24,15.04,57.74,10.5
2017-01-25,15.42,61.02,10.74
2017-01-26,9.64,67.74,8.13
2017-01-27,16.98,51.58,10.72
2017-01-28,13.94,51.78,8.37
2017-01-29,1.29,75.22,1.31
2017-01-30,7.43,64.7,11
2017-01-31,11.36,62.34,9.33
2017-02-01,16.06,50.96,11.22
2017-02-02,17.44,54.36,11.51
2017-02-03,14.02,71.16,9.92
2017-02-04,4.41,76.12,3.35
2017-02-05,2.84,75.22,2.21
2017-02-06,17.93,50.44,11.48
2017-02-07,10.2,58.54,7.43
2017-02-08,7.94,57.96,6.38
2017-02-09,16.5,46.48,10.67
2017-02-10,18.96,42.64,12.36
2017-02-11,19.09,47.24,12.19
2017-02-12,19.39,56.62,12.88
2017-02-13,11.07,69.82,7.07
2017-02-14,18.43,58.3,12.61
2017-02-15,14.81,58.72,10.49
2017-02-16,9.98,67.74,7.75
2017-02-17,19.67,57.28,12.65
2017-02-18,20.3,48.24,13.41
2017-02-19,8,68.22,6.06
2017-02-20,19.16,54.12,12.73
2017-02-21,19.49,45.08,13.18
2017-02-22,1.76,77.66,1.78
2017-02-23,20.69,54.14,14.11
2017-02-24,20.21,53.8,14
2017-02-25,19.86,62.42,14.69
2017-02-26,19.48,58.38,12.23
2017-02-27,20.55,51.94,14.07
2017-02-28,18.44,53.2,13.62
2017-03-01,7.49,66.54,6.62
2017-03-02,16.48,66.1,14.28
2017-03-03,18.56,61.9,14
2017-03-04,19.42,63.96,14.57
2017-03-05,13.47,71.48,11.32
2017-03-06,22.95,39.76,15.97
2017-03-07,23.03,37.2,16.2
2017-03-08,18.23,52.84,13.85
2017-03-09,19.83,49.44,14.77
2017-03-10,21.83,43.2,15.93
2017-03-11,20.5,47.56,15.39
2017-03-12,11.17,60.86,10.73
2017-03-13,20.79,51.16,14.9
2017-03-14,21.91,44.48,16.54
2017-03-15,21.72,44.88,15.93
2017-03-16,20.45,46.4,15.63
2017-03-17,20.32,44.64,15.4
2017-03-18,18.64,37.32,14.63
2017-03-19,20.35,44.12,15.7
2017-03-20,6.88,47.62,5.02
2017-03-21,17.85,52,15.33
2017-03-22,20.73,43.34,16.4
2017-03-23,17.47,40.44,14.35
2017-03-24,15.8,49.02,12.83
2017-03-25,11.37,58.48,10.72
2017-03-26,13.54,61.8,10.65
2017-03-27,11.22,71.1,12.1
2017-03-28,14.14,65.28,12.33
2017-03-29,19.82,53.68,15.91
2017-03-30,19.08,54.56,15.47
2017-03-31,5.7,77.8,6.15
2017-04-01,17.17,68.84,16.56
2017-04-02,21.26,62.52,18.69
2017-04-03,23.01,52.94,18.74
2017-04-04,20.42,45.82,16.83
2017-04-05,3.78,68.26,2.94
2017-04-06,8.25,85.3,5.07
2017-04-07,19.9,69.5,16.64
2017-04-08,16.82,71.96,14.5
2017-04-09,14.62,61.36,11.57
2017-04-10,24.31,28.74,20.25
2017-04-11,20.67,40.46,17.42
2017-04-12,24.7,20,20.4
2017-04-13,20.45,52.58,18.18
2017-04-14,10.32,60.6,8.03
2017-04-15,21.66,64.98,18.98
2017-04-16,18.27,56.88,15.38
2017-04-17,4.59,73.94,4.32
2017-04-18,8.86,80.78,7.62
2017-04-19,24.89,48.38,21.36
2017-04-20,11.22,51.26,8.49
2017-04-21,21.13,59.74,18.27
2017-04-22,23.11,50.8,20.97
2017-04-23,24.64,46.22,21.65
2017-04-24,23.5,46.14,20.68
2017-04-25,16.38,56.12,15.22
2017-04-26,24.75,36.3,21.72
2017-04-27,23.79,42.22,21.92
2017-04-28,21.57,54.8,20.04
2017-04-29,23.03,48.62,20.82
2017-04-30,20.69,55.86,19.06
2017-05-01,22.14,53.74,20.17
2017-05-02,19.37,51.36,17.56
2017-05-03,22.13,46.84,20.84
2017-05-04,17,49.8,15.71
2017-05-05,20.83,54.58,19.81
2017-05-06,22.62,36.54,20.63
2017-05-07,22.88,46.5,21.06
2017-05-08,15.48,51.7,14.09
2017-05-09,7.36,70.94,7.37
2017-05-10,14.24,76.2,17.03
2017-05-11,15.84,72.62,13.66
2017-05-12,7.48,77.94,6.13
2017-05-13,10.35,78.04,9.04
2017-05-14,24.38,56.8,24.09
2017-05-15,18.89,64.48,23.66
2017-05-16,18.32,64.46,16.95
2017-05-17,23.19,56.28,22.35
2017-05-18,22.07,52.28,20.93
2017-05-19,23.28,50.12,23.47
2017-05-20,21.41,50.38,20.48
2017-05-21,23.05,52.96,23.72
2017-05-22,20.99,57.66,21.89
2017-05-23,12.14,71.86,11.46
2017-05-24,21.28,65.3,21.32
2017-05-25,22.36,51.34,23.41
2017-05-26,22.44,44.98,23.21
2017-05-27,23.94,53.46,24.07
2017-05-28,21.22,58.52,20.23
2017-05-29,20.9,65.04,21.02
2017-05-30,19.59,53.68,18.81
2017-05-31,17.57,58.88,16.93
2017-06-01,17.82,58.42,20.37
2017-06-02,23.92,45.44,23.78
2017-06-03,23.36,45.46,23.97
2017-06-04,23.94,45.34,23.78
2017-06-05,23.57,42.1,23.26
2017-06-06,7.39,63.24,5.97
2017-06-07,3.44,90.74,2.48
2017-06-08,21.55,69.24,19.51
2017-06-09,18.17,71.78,15.78
2017-06-10,21.14,52.2,18.66
2017-06-11,24.95,44.92,24.36
2017-06-12,20.71,47.62,18.44
2017-06-13,18.33,71.38,17.17
2017-06-14,21.39,67.32,21.82
2017-06-15,22.66,63.9,21.92
2017-06-16,21.73,60.34,21.1
2017-06-17,21.8,55.22,21.43
2017-06-18,22.82,55.6,22.63
2017-06-19,19.99,55.68,19.76
2017-06-20,18.18,51.2,16.25
2017-06-21,21.03,55.3,22.07
2017-06-22,20.82,60.6,20.99
2017-06-23,21.51,57.98,22.28
2017-06-24,7.45,69.8,5.29
2017-06-25,15.31,75.96,15.18
2017-06-26,13.83,77.8,13.07
2017-06-27,18.6,74.06,18.83
2017-06-28,18.9,71.28,18.42
2017-06-29,20.03,68.96,18.02
2017-06-30,17.66,67.86,17.37
2017-07-01,10.51,77.88,7.98
2017-07-02,5.85,91.52,4.11
2017-07-03,6.93,88.28,3.94
2017-07-04,18.32,77.66,18.11
2017-07-05,19.55,71.66,18.99
2017-07-06,19.2,73.4,19.93
2017-07-07,6.81,86.62,5.21
2017-07-08,4.93,90.82,3.73
2017-07-09,10.19,87.86,9.89
2017-07-10,2.41,94.86,2.08
2017-07-11,15.69,82.42,16.1
2017-07-12,16.91,80.08,14.31
2017-07-13,18.42,78.5,18.07
2017-07-14,17.1,78.9,17.66
2017-07-15,5.58,92.18,2.78
2017-07-16,8.75,88.32,7.32
2017-07-17,8.98,85.62,7.97
2017-07-18,12.44,85.56,11.28
2017-07-19,17.58,78.38,18.48
2017-07-20,18.65,76.84,17.7
2017-07-21,12.25,82.06,10.63
2017-07-22,9.76,87.42,10.84
2017-07-23,2.82,93.18,2.01
2017-07-24,3.64,90.64,3.14
2017-07-25,19.13,73.58,18.73
2017-07-26,21.38,66.82,20.36
2017-07-27,11.73,72.66,10.77
2017-07-28,3.14,94.78,2.65
2017-07-29,11.84,83.16,12.4
2017-07-30,16.23,76.4,18.2
2017-07-31,3.64,91.62,2.76
2017-08-01,18.14,80.46,16.62
2017-08-02,15.87,80.22,13.51
2017-08-03,20.56,71.1,19.91
2017-08-04,19.62,72.9,20.2
2017-08-05,18.8,74.4,19.98
2017-08-06,12.15,81.36,9.22
2017-08-07,19.01,74.04,19.04
2017-08-08,14.38,75.4,14.18
2017-08-09,11.21,78.36,8.74
2017-08-10,6.31,93.66,3.6
2017-08-11,16.2,79.2,11.82
2017-08-12,18.62,72.56,15.07
2017-08-13,11.39,71.36,8.8
2017-08-14,6.13,79.5,4.94
2017-08-15,2.26,94.18,1.76
2017-08-16,8.04,89.48,8.46
2017-08-17,12.19,85.56,12.38
2017-08-18,12.87,84.3,13.58
2017-08-19,10.21,85.62,8.03
2017-08-20,4.68,93.36,5.17
2017-08-21,9.35,91.22,8.77
2017-08-22,17.71,81.6,16.67
2017-08-23,9.82,91.88,9.85
2017-08-24,5.24,91.64,4.53
2017-08-25,18.88,74.08,19.2
2017-08-26,22.44,66.02,20.63
2017-08-27,9.12,79.5,6.85
2017-08-28,6.73,86.42,5.45
2017-08-29,20.47,60.08,19.14
2017-08-30,9.31,67.16,7.46
2017-08-31,19.92,74.28,15.44
2017-09-01,22.35,66.98,19.98
2017-09-02,19.88,71.08,17.06
2017-09-03,19.51,72.72,16.82
2017-09-04,18.14,68.2,16.24
2017-09-05,5.32,77.82,4.41
2017-09-06,5.25,87.38,3.89
2017-09-07,14.92,81.38,15.07
2017-09-08,17.83,76.22,15.3
2017-09-09,15.12,80.32,13.9
2017-09-10,6.64,87.22,5.06
2017-09-11,8.47,86.14,7.26
2017-09-12,17.99,70.64,17.85
2017-09-13,21.82,65.14,18.48
2017-09-14,20.76,67.98,17.89
2017-09-15,20.02,58.4,16.07
2017-09-16,18.38,63.8,14.04
2017-09-17,19.33,63.78,15.87
2017-09-18,18.88,73.5,16.87
2017-09-19,7.89,84.3,7.25
2017-09-20,21.51,59.16,18.04
2017-09-21,19.83,73.12,17.06
2017-09-22,17.17,73.12,14.56
2017-09-23,12.63,80.72,9.89
2017-09-24,11.37,83.14,10.91
2017-09-25,15.99,75.74,14.37
2017-09-26,15.55,73.1,12.92
2017-09-27,8.08,76.26,7.79
2017-09-28,19.83,56.24,16.42
2017-09-29,18.39,57.24,14.38
2017-09-30,14.29,74.1,12.37
2017-10-01,4.59,87.12,3.69
2017-10-02,18.27,74.14,14.97
2017-10-03,11.9,62.7,9.43
2017-10-04,17.24,62.28,13.4
2017-10-05,12.19,70.54,9.85
2017-10-06,7.88,78.32,6.79
2017-10-07,13.82,78,10.98
2017-10-08,14.22,77.64,11.1
2017-10-09,13.17,76.68,13.4
2017-10-10,6.61,83.88,6.31
2017-10-11,5.25,83.34,4.12
2017-10-12,4.51,79.8,3.82
2017-10-13,15.58,72.16,12.2
2017-10-14,16.96,59.32,12.78
2017-10-15,16.18,63.06,11.94
2017-10-16,10.88,62.5,8.49
2017-10-17,17.4,65.825,13.03
2017-10-18,4.91,71.74,4.12
2017-10-19,15.57,68.375,11.71
2017-10-20,17.04,71.48,12.56
2017-10-21,16.83,69.34,12.62
2017-10-22,15.01,61.32,12.15
2017-10-23,16.56,60.36,12.17
2017-10-24,14.35,68.4,10.08
2017-10-25,15.94,73.86,11.52
2017-10-26,9.11,69.16,8.38
2017-10-27,15.06,65.64,10.96
2017-10-28,15.83,67.22,11.52
2017-10-29,13.97,56.48,10.57
2017-10-30,17.5,40.12,12.15
2017-10-31,16.07,66.76,11.64
2017-11-01,7.05,77.08,5.3
2017-11-02,4.91,83.7,4.46
2017-11-03,9.36,70.66,6.99
2017-11-04,14.25,59,10.54
2017-11-05,13.25,71.54,10.45
2017-11-06,12.83,73.6,9.87
2017-11-07,9.38,70.46,8.27
2017-11-08,13.08,60.2,9.04
2017-11-09,14.74,56,9.87
2017-11-10,4.05,67.58,3.63
2017-11-11,16.3,51.46,10.71
2017-11-12,13.99,71.94,9.42
2017-11-13,4.7,72.46,3.94
2017-11-14,14.53,54.64,9.71
2017-11-15,13.08,50.6,8.97
2017-11-16,15.45,45.38,9.88
2017-11-17,2.1,55,1.93
2017-11-18,16.45,38.94,10.41
2017-11-19,15.02,40.18,9.64
2017-11-20,8.25,67.82,6.17
2017-11-21,13.42,72.38,10
2017-11-22,6.45,63.98,5.42
2017-11-23,9.76,58.36,6.72
2017-11-24,8.08,70.3,6.65
2017-11-25,5.64,80.82,5.36
2017-11-26,10.27,77.44,8.14
2017-11-27,14.14,71.58,9.17
2017-11-28,8.03,73.9,5.58
2017-11-29,14.06,44.575,8.7
2017-11-30,14.88,29.6,9.08
2017-12-01,13.52,50.86,8.84
2017-12-02,11.52,68.38,8.78
2017-12-03,4.83,87,3.84
2017-12-04,14.54,53.52,8.88
2017-12-05,14.67,41.02,8.83
2017-12-06,10.18,76.02,7.5
2017-12-07,9.05,67.26,7.2
2017-12-08,14.07,45.32,8.68
2017-12-09,11.07,58.1,6.49
2017-12-10,3.32,71.12,2.8
2017-12-11,12.08,40.66,9
2017-12-12,13.22,44.95,8.8
2017-12-13,13.3,47.78,8.92
2017-12-14,7.29,59.36,6
2017-12-15,4.75,61.96,4.14
2017-12-16,12.05,45.54,7.74
2017-12-17,13.24,46.64,8.49
2017-12-18,3.82,78.88,5.36
2017-12-19,11.05,55.73333333,8.62
2017-12-20,6.27,72,4.48
2017-12-21,8.82,78.16,6.8
2017-12-22,7.22,74.88,5.19
2017-12-23,6.03,82.78,3
2017-12-24,0.97,85.9,0.98
2017-12-25,14.07,47.84,8.67
2017-12-26,13.66,49.06,8.85
2017-12-27,14.34,39.64,8.63
2017-12-28,7.88,56.3,6.19
2017-12-29,6.07,70.82,4.42
2017-12-30,4.71,83.64,3.57
2017-12-31,11.61,56.36,8.21
2018-01-01,11.92,53.72,7.56
2018-01-02,9.39,51.6,5.85
2018-01-03,14.19,44.52,8.67
2018-01-04,10.03,54.02,6.55
2018-01-05,12.33,62.8,7.85
2018-01-06,14.25,60.06,8.67
2018-01-07,6.33,58.28,4.79
2018-01-08,4.7,59.06,3.07
2018-01-09,7.67,58.56,7.32
2018-01-10,9.54,54.74,9.1
2018-01-11,11.52,51.56,8.68
2018-01-12,14.31,47.84,9.58
2018-01-13,4.28,72.58,4.14
2018-01-14,9.28,69.88,7.37
2018-01-15,10.79,70.12,7.59
2018-01-16,3.54,74.88,3.27
2018-01-17,6.89,79.94,4.36
2018-01-18,6.5,65.12,5.34
2018-01-19,14.09,50.44,8.83
2018-01-20,7.74,68.36,5.94
2018-01-21,11.83,57.92,8.06
2018-01-22,4.09,66.42,3.54
2018-01-23,11.36,41.52,10.69
2018-01-24,12.45,33.34,10.89
2018-01-25,11.79,37.32,9.72
2018-01-26,13.91,37.18,10.92
2018-01-27,13.66,50.08,10.46
2018-01-28,13.01,40.58,9.38
2018-01-29,16.38,40.52,10.55
2018-01-30,12.58,66.36,7.48
2018-01-31,5.81,58.02,5.62
2018-02-01,17.58,50.88,11.24
2018-02-02,15.76,55,10.14
2018-02-03,17.35,49.5,11.82
2018-02-04,18.19,43.68,11.63
2018-02-05,19.06,41.3,11.97
2018-02-06,18.85,40.08,11.92
2018-02-07,17.86,46.04,11.52
2018-02-08,16.69,50.64,10.94
2018-02-09,8.01,49.84,5.85
2018-02-10,11.87,45.16,9.35
2018-02-11,14.74,47.2,10.29
2018-02-12,14.37,48.24,11.08
2018-02-13,15.61,65.1,11.32
2018-02-14,8.54,54.66,6.18
2018-02-15,18.85,30.44,12.59
2018-02-16,17.12,47.94,11.62
2018-02-17,20.19,28.16,13.25
2018-02-18,12.31,36.08,8.43
2018-02-19,11.57,52.66,8.75
2018-02-20,15.2,46.5,9.45
2018-02-21,18.28,31.58,12.54
2018-02-22,12.48,60.4,7.77
2018-02-23,8.28,81.9,7.91
2018-02-24,15.19,54.3,11.09
2018-02-25,18.81,46.08,12.97
2018-02-26,20.05,52.92,14.1
2018-02-27,2.92,57.42,2.51
2018-02-28,1.55,76.16,1.29
2018-03-01,18.78,62.36,13.69
2018-03-02,21.03,45.8,15.12
2018-03-03,19.44,42.06,14.4
2018-03-04,5.67,86.16,4.29
2018-03-05,15.5,68.02,11.99
2018-03-06,20.95,58.12,15.02
2018-03-07,12.85,60.22,9.74
2018-03-08,10.89,79.28,6.85
2018-03-09,14.58,67.3,10.69
2018-03-10,17.93,70.52,13.94
2018-03-11,20.21,57.88,15.35
2018-03-12,16.08,58.32,12.79
2018-03-13,16.54,66.76,13.22
2018-03-14,15.81,65.24,13.98
2018-03-15,1.44,92.62,1.37
2018-03-16,22.48,52.58,16.51
2018-03-17,20.86,56.42,16.15
2018-03-18,7.22,64.86,6.32
2018-03-19,4.15,68.08,2.52
2018-03-20,16.35,41.92,11.96
2018-03-21,5.99,59.92,2.98
2018-03-22,22.5,61.16,17.5
2018-03-23,20.43,60.94,16.09
2018-03-24,15.94,66.56,13.01
2018-03-25,19.86,66.96,16.07
2018-03-26,18.7,69.32,15.67
2018-03-27,16.73,68.58,14.68
2018-03-28,15.62,69.76,13.4
2018-03-29,14.97,68.06,11.43
2018-03-30,19.24,58.38,15.18
2018-03-31,17.99,60.94,15.99
2018-04-01,7.45,69.74,4.78
2018-04-02,13.89,69.16,12.04
2018-04-03,9.73,72.7,8.76
2018-04-04,12.45,70.9,10.21
2018-04-05,2.26,88.5,2.21
2018-04-06,13.42,70.32,10.5
2018-04-07,20.81,43.92,18.24
2018-04-08,9.89,65.84,8.22
2018-04-09,20.3,64.92,17.65
2018-04-10,17.52,58,17.54
2018-04-11,24.33,51.14,24.1
2018-04-12,24.19,39.1,23.92
2018-04-13,12.75,33,12.99
2018-04-14,3.07,81.44,2.91
2018-04-15,17.82,68.36,18.79
2018-04-16,24.38,54.54,24.26
2018-04-17,22.92,50.36,22.73
2018-04-18,24.14,46.7,25.11
2018-04-19,22.28,50.18,22.8
2018-04-20,21.89,54.56,22.64
2018-04-21,24.07,45.36,25.55
2018-04-22,6.5,57.72,4.8
2018-04-23,2.36,90.9,2.33
2018-04-24,9.84,61.22,8.84
2018-04-25,24.12,48.12,25.01
2018-04-26,21.57,57.72,22.03
2018-04-27,21.87,62.48,22.27
2018-04-28,24.41,57.98,26.17
2018-04-29,22.6,54.92,23.82
2018-04-30,19.49,65.38,22.09
2018-05-01,12.34,74.58,13.33
2018-05-02,4.14,90.04,5.45
2018-05-03,18.34,68.54,22.13
2018-05-04,25.73,51.88,27.61
2018-05-05,19.81,54.5,20.36
2018-05-06,7.15,89.2,6.78
2018-05-07,16.98,68.175,17.89
2018-05-08,18.84,56.72,21.64
2018-05-09,24.55,57.44,26.81
2018-05-10,24.1,70.28,26.78
2018-05-11,16.99,65.48,19.03
2018-05-12,1.75,91.26,1.57
2018-05-13,15.73,82.64,13.44
2018-05-14,17.42,80.28,21
2018-05-15,19.17,66.94,20.58
2018-05-16,1.66,95.2,1.5
2018-05-17,4.42,95.12,4.19
2018-05-18,5.01,85.64,3.2
2018-05-19,25.94,53.26,29.14
2018-05-20,14.07,44.72,14.37
2018-05-21,21.46,56.24,24.55
2018-05-22,11.35,80.66,12.94
2018-05-23,25.72,63.04,29.08
2018-05-24,24.83,59.12,27.19
2018-05-25,22.73,57.2,24.82
2018-05-26,24.49,60.6,27.18
2018-05-27,14.79,60.8,15.06
2018-05-28,24.16,61.62,27.18
2018-05-29,14.5,72.22,14.08
2018-05-30,18.57,75.14,19.09
2018-05-31,23.98,67.48,26.24
2018-06-01,24.33,60.12,27.95
2018-06-02,24.82,53.96,28.65
2018-06-03,23.27,53.66,25.75
2018-06-04,18.92,60.38,21.59
2018-06-05,22.82,61.04,25.71
2018-06-06,22.44,69.4,26.16
2018-06-07,19.69,72.76,22.34
2018-06-08,16.5,72.86,22.49
2018-06-09,17.35,65.14,17.77
2018-06-10,12.92,64.54,15.44
2018-06-11,11.29,68.08,10.31
2018-06-12,22.14,67.84,23.69
2018-06-13,15.83,70.04,16.56
2018-06-14,11.55,74.18,13.43
2018-06-15,20.41,64.32,24.89
2018-06-16,22.95,62.46,28.6
2018-06-17,13.7,73.72,14.97
2018-06-18,20.59,65.2,26.9
2018-06-19,13.45,69.96,14.94
2018-06-20,19.86,70.56,26.18
2018-06-21,22.83,62.96,28.08
2018-06-22,23.66,55.42,27.36
2018-06-23,19.82,59.5,22.48
2018-06-24,22,66.52,26.04
2018-06-25,17.62,65.76,20.28
2018-06-26,1.65,90.54,1.76
2018-06-27,12.49,85.52,11.49
2018-06-28,8.04,87.4,6.04
2018-06-29,18.42,81.1,19.17
2018-06-30,11.32,85.42,13.79
2018-07-01,1.99,95.46,1.91
2018-07-02,6.6,94.88,6.16
2018-07-03,19.65,82.46,22.61
2018-07-04,20.44,76.06,24.07
2018-07-05,14.37,81.6,13.84
2018-07-06,15.27,66.24,15.82
2018-07-07,23.71,59.18,24.83
2018-07-08,21.59,61.54,24.62
2018-07-09,3.99,88.2,3.93
2018-07-10,7.4,90.8,7.23
2018-07-11,9.82,90.46,13.11
2018-07-12,13.63,86.24,15.26
2018-07-13,15.65,82.06,17.2
2018-07-14,19.43,76.96,23.27
2018-07-15,20.84,75.72,25.67
2018-07-16,22.23,74.12,27.3
2018-07-17,21.67,74.46,27.15
2018-07-18,22.16,74.14,26.27
2018-07-19,22.38,72.96,27.3
2018-07-20,21.89,72.7,25.64
2018-07-21,22.84,67.1,27.28
2018-07-22,21.54,64.62,24.59
2018-07-23,19.14,66.34,23.45
2018-07-24,19.96,69.36,23.62
2018-07-25,14.27,71.92,17.2
2018-07-26,15.34,75.72,18.44
2018-07-27,19.26,75.82,22.71
2018-07-28,14,81.54,11.75
2018-07-29,21.26,62.28,22.66
2018-07-30,20.35,61.32,20.99
2018-07-31,21.61,63.18,23.85
2018-08-01,21.91,65.9,25.39
2018-08-02,20.27,65.06,21.93
2018-08-03,20.22,65.92,23.73
2018-08-04,18.84,68.86,21.8
2018-08-05,18.03,76.26,24.02
2018-08-06,16.54,79.14,17.5
2018-08-07,17.79,71.42,18.01
2018-08-08,18.14,74.3,23.43
2018-08-09,12.67,83.68,16.5
2018-08-10,20.38,70.64,21.89
2018-08-11,19.24,67.22,16.83
2018-08-12,18.59,69.02,20.95
2018-08-13,17.1,75.5,19.61
2018-08-14,18.23,70.52,16.79
2018-08-15,19,70.86,22.08
2018-08-16,19.6,61.64,22.81
2018-08-17,23.32,51.96,26.06
2018-08-18,21.52,60.74,23.61
2018-08-19,18.53,65.98,22.09
2018-08-20,14.58,65.1,15.68
2018-08-21,10.74,79.26,9.71
2018-08-22,20.45,66.84,23.75
2018-08-23,7.39,69.08,9.54
2018-08-24,4.73,89.14,7.32
2018-08-25,13.02,78.96,14.3
2018-08-26,9.89,83.72,7.9
2018-08-27,7.7,91.36,5.35
2018-08-28,4.63,94.86,2.88
2018-08-29,7.3,91.08,10.31
2018-08-30,12.47,85.28,17.31
2018-08-31,17.13,78.76,17.78
2018-09-01,19.86,71.1,20.31
2018-09-02,18.24,68.26,20.81
2018-09-03,5.12,89.02,7.91
2018-09-04,19.07,73.56,20.4
2018-09-05,20.82,69.54,19.33
2018-09-06,11.3,79.96,11.35
2018-09-07,18.05,68.42,17.82
2018-09-08,22.69,66.22,22.69
2018-09-09,21.65,65.92,18.12
2018-09-10,19.7,63.9,20.16
2018-09-11,18.14,63.4,18.07
2018-09-12,20.13,67.14,21
2018-09-13,13.27,77.16,14.31
2018-09-14,8.94,79.3,6.67
2018-09-15,6.19,88.76,4.64
2018-09-16,6.7,88.06,6.42
2018-09-17,21.2,72.18,20.53
2018-09-18,15.9,73.66,16.6
2018-09-19,10.22,77.12,9.57
2018-09-20,3.15,90.14,3.21
2018-09-21,5.22,90.9,5.84
2018-09-22,20.49,71.52,19.54
2018-09-23,14.53,69.78,13.29
2018-09-24,22.2,64.04,20.57
2018-09-25,21.35,67.08,20.16
2018-09-26,17.34,63.92,15.61
2018-09-27,19.96,63.74,17.56
2018-09-28,9.25,74.88,8.84
2018-09-29,20.59,73.1,19.42
2018-09-30,18.77,65.4,18.64
2018-10-01,14.34,65.44,13.95
2018-10-02,19.66,74.88,18.45
2018-10-03,20,74.7,18.58
2018-10-04,18.31,67.72,17.08
2018-10-05,2.54,87.7,2.64
2018-10-06,6.18,85.5,6.44
2018-10-07,18.76,67.96,17.19
2018-10-08,16.4,67.18,13.59
2018-10-09,8.99,72.82,8.8
2018-10-10,14.57,64.84,11.94
2018-10-11,17.53,63.72,15.33
2018-10-12,20.27,72.84,17.42
2018-10-13,19.05,73.74,16.59
2018-10-14,17.62,73.1,16.07
2018-10-15,13.79,80.54,13.34
2018-10-16,12.43,76.72,11.13
2018-10-17,17.75,72.6,16.35
2018-10-18,12.35,78.84,12.18
2018-10-19,19.16,70.06,16.39
2018-10-20,18.12,71.1,15.48
2018-10-21,17.95,70.54,15.41
2018-10-22,12.16,71.46,11.26
2018-10-23,7.67,90.58,6.02
2018-10-24,15.98,80.18,14.39
2018-10-25,15.89,75.74,13.84
2018-10-26,3.04,83.96,3.19
2018-10-27,13.35,59.38,12.81
2018-10-28,5.99,84.08,6.08
2018-10-29,10.59,69.78,8.63
2018-10-30,18.22,59.62,14.51
2018-10-31,18.26,64.4,14.44
2018-11-01,17.44,71,13.86
2018-11-02,16.89,70.36,13.43
2018-11-03,16.53,70.44,13.25
2018-11-04,16.51,68.64,13.69
2018-11-05,13.59,73.66,11.25
2018-11-06,9.26,78.46,7.91
2018-11-07,4.33,86.1,5.75
2018-11-08,0.81,94.46,0.89
2018-11-09,10.77,72.26,9.46
2018-11-10,12.78,75.66,11.49
2018-11-11,3.82,77.52,3.69
2018-11-12,16.19,66.88,12.09
2018-11-13,14.51,71.36,11.42
2018-11-14,14.28,71.96,11.42
2018-11-15,11.55,73.8,9.51
2018-11-16,7.76,75.06,7.49
2018-11-17,11.17,62.76,9.52
2018-11-18,9.33,62.28,8.25
2018-11-19,9.66,65.54,9.68
2018-11-20,14.32,52.74,11.2
2018-11-21,2.45,74.76,2.28
2018-11-22,14.52,47.74,11.28
2018-11-23,14.28,44.02,10.94
2018-11-24,3.09,80.02,4.71
2018-11-25,7.91,89.24,8.62
2018-11-26,11.68,87,10.32
2018-11-27,4.62,78.96,3.99
2018-11-28,11.82,46.78,9.32
2018-11-29,3.74,58.12,4.19
2018-11-30,13.75,59.28,10.81
2018-12-01,12.06,60.4,9.03
2018-12-02,6.11,67.42,5.77
2018-12-03,0.84,91.36,0.77
2018-12-04,4.64,74.38,5.29
2018-12-05,9.06,46.58,8.78
2018-12-06,9.46,58.46,7.77
2018-12-07,14.63,38.04,10.84
2018-12-08,14.5,39.1,10.62
2018-12-09,14.51,38.26,10.76
2018-12-10,13.2,49.88,9.38
2018-12-11,3.42,62.06,3.56
2018-12-12,13.93,48.22,10.39
2018-12-13,4.62,63.02,4.81
2018-12-14,13.91,59.66,10.31
2018-12-15,11.95,64.04,9.25
2018-12-16,3.32,74.54,3.72
2018-12-17,11.37,64.34,8.88
2018-12-18,10.02,69.84,7.52
2018-12-19,11.46,64.84,8.57
2018-12-20,10.73,61.74,8.33
2018-12-21,7.29,58.38,5.97
2018-12-22,11.37,60.34,8.52
2018-12-23,12.64,45.64,9.51
2018-12-24,13.75,46.26,10
2018-12-25,6.15,62.92,4.21
2018-12-26,13.3,40.8,9.83
2018-12-27,14.24,27.88,10.36
2018-12-28,14.26,38.94,10.47
2018-12-29,14.25,33.86,10.47
2018-12-30,14.29,48.66,10.47
2018-12-31,12.18,53.36,9.7
2019-01-01,9.1,58.12,6.93
2019-01-02,13.72,54.18,10.03
2019-01-03,13.67,52.68,10.08
2019-01-04,7.36,64.74,5.5
2019-01-05,13.44,46.78,9.84
2019-01-06,12.84,48.52,9.77
2019-01-07,11,59.58,8.82
2019-01-08,13.77,42.6,10.26
