일시,태양광 이용률,평균 상대습도(%),합계전천일사량(MJ/m2)
2023-01-23,10.33,68.88,10.44
2023-01-24,16,47.92,13.66
2023-01-25,16.3,49.98,13.56
2023-01-26,1.72,79.38,3.12
2023-01-27,12.68,58.58,13.68
2023-01-28,14.82,54.5,11.9
2023-01-29,10.84,63.84,10.34
2023-01-30,16.28,55.8,13.06
2023-01-31,9.58,70.62,11.61
2023-02-01,14.31,64.02,12.74
2023-02-02,11.45,53.94,9.96
2023-02-03,14.21,51.66,12.29
2023-02-04,14.55,63.98,12.38
2023-02-05,12.68,76.14,11.79
2023-02-06,11.4,75.32,11.01
2023-02-07,10.11,76,9.27
2023-02-08,15.06,67.44,13.29
2023-02-09,13.23,55.82,12.21
2023-02-10,6.57,84.04,6.14
2023-02-11,9.73,84.04,10.05
2023-02-12,7.91,75.84,8.29
2023-02-13,7.07,67.74,6.94
2023-02-14,16.22,58.18,15.18
2023-02-15,15.26,53.92,14.08
2023-02-16,8.4,69.24,8.03
2023-02-17,14.92,71.36,13.44
2023-02-18,2.93,64.34,3.96
2023-02-19,15.17,56.44,14.65
2023-02-20,20.12,46.74,17.44
2023-02-21,19.73,46.64,17.41
2023-02-22,18.25,57.84,16.49
2023-02-23,16.59,65.16,14.86
2023-02-24,18.2,56.6,16.75
2023-02-25,20.02,44.2,17.92
2023-02-26,20.03,48.58,18.16
2023-02-27,19.67,55.56,18.29
2023-02-28,14.43,66.02,17.09
2023-03-01,9.54,54.5,8.99
2023-03-02,20.51,35.175,18.93
2023-03-03,15.94,67.28,17.56
2023-03-04,15.05,71.12,15.14
2023-03-05,17.44,59.28,16.95
2023-03-06,18.82,49.85,18.34
2023-03-07,15.65,64.16,16.67
2023-03-08,7.9,74.24,10.66
2023-03-09,8.88,81.84,9.43
2023-03-10,16.71,66.06,16.71
2023-03-11,15.89,54.34,16.57
2023-03-12,3.84,69,4.8
2023-03-13,21.78,36.58,20.37
2023-03-14,19.83,48.96,20.18
2023-03-15,8.72,66.8,12.49
2023-03-16,17.98,35.52,16.57
2023-03-17,15.57,38.86,15.48
2023-03-18,19.53,46.38,18.78
2023-03-19,20.71,61.42,20.37
2023-03-20,18.91,53.54,18.4
2023-03-21,20.87,43.56,21.21
2023-03-22,16.4,47.9,17.66
2023-03-23,12.06,57.6,12.53
2023-03-24,13.2,48.1,14.71
2023-03-25,14.18,62.12,12.48
2023-03-26,23.01,35.1,23.27
2023-03-27,22.16,43.58,22.37
2023-03-28,16.49,54.86,17.08
2023-03-29,20.37,53.84,21.23
2023-03-30,21.66,44.1,22.69
2023-03-31,21.17,46.36,22.03
2023-04-01,20.18,44.48,21.67
2023-04-02,21.72,34.16,23.41
2023-04-03,21.17,35.06,22.77
2023-04-04,11.3,43.94,13.34
2023-04-05,1.83,95.22,1.85
2023-04-06,2.37,94.28,2.54
2023-04-07,20.27,63.8,23.36
2023-04-08,24.87,52.44,25.2
2023-04-09,24.45,59.88,25.12
2023-04-10,21.61,53.46,22.46
2023-04-11,3.22,75.075,3.05
2023-04-12,23.64,46.92,24.5
2023-04-13,16.09,45.3,15.19
2023-04-14,15.8,59,20.17
2023-04-15,8.25,86.02,9.84
2023-04-16,14.7,70.48,15.44
2023-04-17,17.04,61.2,19.84
2023-04-18,8.34,82.94,8.53
2023-04-19,23.85,65.46,26.85
2023-04-20,6.74,88,9.22
2023-04-21,19.68,47.76,20.5
2023-04-22,18.73,26.72,21.27
2023-04-23,17.22,42.14,16.33
2023-04-24,18.61,47.26,20.14
2023-04-25,6.73,78.66,7.96
2023-04-26,14.96,72.46,15.19
2023-04-27,23.84,66.24,26.05
2023-04-28,20.62,65.2,22.11
2023-04-29,4.53,89.18,5.3
2023-04-30,19.69,70.06,23.6
2023-05-01,23.02,60.86,25.61
2023-05-02,19.88,53.2,22.05
2023-05-03,22.82,57.54,26.04
2023-05-04,16.29,68.9,18.19
2023-05-05,2.25,96.06,2.8
2023-05-06,4.45,84.92,5.05
2023-05-07,10.52,61.3,9.17
2023-05-08,24.62,62.66,26.55
2023-05-09,24.54,63.32,27.72
2023-05-10,22.39,61.08,23.38
2023-05-11,23.72,57.92,27.24
2023-05-12,18.86,60.94,20.94
2023-05-13,21.34,66.3,25.47
2023-05-14,21.94,65.32,27.2
2023-05-15,22.97,62.78,27.05
2023-05-16,23.36,61.52,27.2
2023-05-17,22.83,66.36,27.62
2023-05-18,12.68,77.94,9.84
2023-05-19,19.39,69.02,20.45
2023-05-20,21.77,72.06,24.9
2023-05-21,17.29,71.54,16.32
2023-05-22,18.83,63.38,19.87
2023-05-23,24.34,59.14,26.38
2023-05-24,18.26,61.64,18.6
2023-05-25,23.03,54.5,27
2023-05-26,21.83,62.18,26.27
2023-05-27,4.03,92.54,3.69
2023-05-28,2.37,98.84,1.73
2023-05-29,13.86,86.16,10.38
2023-05-30,15.5,76.98,16.59
2023-05-31,22.29,67.2,25.83
2023-06-01,14.17,74.6,15.63
2023-06-02,16.55,79.82,14.94
2023-06-03,25.04,62.52,30.08
2023-06-04,22.52,61.92,24.23
2023-06-05,21.45,69.4,25.83
2023-06-06,19.14,73.86,25.11
2023-06-07,12.64,78.44,11.57
2023-06-08,10.41,82.16,10.42
2023-06-09,22.54,72.12,27.07
2023-06-10,16.11,75.22,20.36
2023-06-11,18.58,80.82,23.09
2023-06-12,18.12,79.16,21.74
2023-06-13,22.25,74.18,29.35
2023-06-14,21,76.24,24.78
2023-06-15,20.65,75.22,19.51
2023-06-16,24.08,70.64,29.06
2023-06-17,22.65,64.92,26.76
2023-06-18,22.49,68.42,27.54
2023-06-19,20.68,67.54,25.01
2023-06-20,7.39,74.18,6.96
2023-06-21,6.15,95.16,6.76
2023-06-22,17.41,82.42,23.67
2023-06-23,18.75,81.34,20.8
2023-06-24,21.92,76.8,24.95
2023-06-25,19.69,72.06,22.4
2023-06-26,4.14,91.5,4.15
2023-06-27,17.26,80.16,21.46
2023-06-28,16,81.42,18.45
2023-06-29,2.43,96.58,2.92
2023-06-30,14.12,88.86,11.19
2023-07-01,21.25,81.16,26.18
2023-07-02,16.42,84.34,20.65
2023-07-03,20.87,78.66,26.16
2023-07-04,8.46,90.62,5.82
2023-07-05,16,85.26,17.62
2023-07-06,19.62,76.1,24.51
2023-07-07,17.05,75.34,21.34
2023-07-08,14,84.04,14.19
2023-07-09,9.24,89.02,9.14
2023-07-10,17.21,83.14,20.34
2023-07-11,3.83,95.46,3.64
2023-07-12,12.13,90.32,15.58
2023-07-13,3.18,96.98,2.97
2023-07-14,1.66,98.2,1.61
2023-07-15,3.28,95.5,3.94
2023-07-16,6.93,92.46,7.04
2023-07-17,8.92,93.72,10.7
2023-07-18,7.35,94.68,6.08
2023-07-19,20.55,83.58,24.57
2023-07-20,19.45,82.4,24.11
2023-07-21,20.65,77.94,24.41
2023-07-22,15.11,80.5,17.41
2023-07-23,2.82,97.08,2.57
2023-07-24,13.86,88.54,15.74
2023-07-25,15.61,86.14,19.19
2023-07-26,14.78,90.32,19.29
2023-07-27,19.2,83.38,21.79
2023-07-28,20.03,80.52,25.65
2023-07-29,19.52,78.36,25.21
2023-07-30,20.21,77.6,20.64
2023-07-31,18.04,82.52,19.04
2023-08-01,19.69,80.62,23.99
2023-08-02,18.48,79.42,24.72
2023-08-03,20.4,77.12,25.47
2023-08-04,19.85,77.9,24.68
2023-08-05,20.83,77.94,25.74
2023-08-06,16.97,80.34,20.56
2023-08-07,19.14,76.06,20.24
2023-08-08,21.19,70.08,23.66
2023-08-09,12.76,76.98,17.69
2023-08-10,2.11,94.82,2.05
2023-08-11,5.86,92.88,6.28
2023-08-12,8.38,92.18,8.76
2023-08-13,14.81,85.42,18.35
2023-08-14,18.97,82.34,19.83
2023-08-15,18.99,79.54,22.21
2023-08-16,18.91,78.06,21.34
2023-08-17,18.38,80.62,22.07
2023-08-18,18.51,79.62,24.58
2023-08-19,19.11,77.52,24.61
2023-08-20,15.4,80.96,20.11
2023-08-21,15.96,80.32,19.75
2023-08-22,10.81,85.72,13.24
2023-08-23,4.81,95.18,4.55
2023-08-24,8.87,92.86,12.81
2023-08-25,17.91,83.96,22.17
2023-08-26,17.55,83.04,19.15
2023-08-27,11.59,85.16,12.71
2023-08-28,4.45,88.58,5.57
2023-08-29,3.71,93.96,4.4
2023-08-30,5.93,93.4,6.44
2023-08-31,15.6,85.06,17.7
2023-09-01,19.14,81.68,23.62
2023-09-02,19.81,79.3,23.11
2023-09-03,12.54,87.1,13.4
2023-09-04,10.79,88.48,11.18
2023-09-05,18.22,80.38,19.74
2023-09-06,19.01,75.14,15.79
2023-09-07,21.55,69.26,23.62
2023-09-08,21.59,73.12,23.35
2023-09-09,20.09,77.84,21.72
2023-09-10,17.03,80.42,18.74
2023-09-11,16.8,78.08,17.52
2023-09-12,16.53,80.12,17.9
2023-09-13,3.07,94.86,3.36
2023-09-14,10.96,82.24,11.61
2023-09-15,5.1,91.44,5.32
2023-09-16,6.7,93.56,6.27
2023-09-17,13.08,88.9,15.91
2023-09-18,14.4,86.46,15.85
2023-09-19,10.43,88.36,11.25
2023-09-20,2.26,93.04,1.81
2023-09-21,10.07,76.82,10.12
2023-09-22,18.72,80.06,19.87
2023-09-23,16.95,75.06,16.64
2023-09-24,18.13,67.46,18.56
2023-09-25,11.92,78.2,12.07
2023-09-26,2.91,98.1,2.58
2023-09-27,5.35,94.72,5.94
2023-09-28,14.07,84.38,16.14
2023-09-29,13.95,78.68,15.11
2023-09-30,9.47,84.22,8.76
2023-10-01,19.67,69.62,20.12
2023-10-02,18.89,73.42,19.69
2023-10-03,9.67,81.68,9.68
2023-10-04,11.94,85.4,14.14
2023-10-05,20.3,51.34,19.6
2023-10-06,17.12,72.86,16.85
2023-10-07,11.62,77.16,11
2023-10-08,7.46,78.34,7.57
2023-10-09,11.89,78.22,14.43
2023-10-10,16.58,82.7,17.78
2023-10-11,17.06,73.46,17.14
2023-10-12,17.01,76.2,15.57
2023-10-13,10.45,81.02,11.35
2023-10-14,6.45,93.5,7.11
2023-10-15,12.8,87.44,13.28
2023-10-16,17.77,72.48,17.46
2023-10-17,18.1,73.66,17.17
2023-10-18,13.93,79.86,13.49
2023-10-19,3.46,91.9,1.75
2023-10-20,18.48,51.26,16.11
2023-10-21,17.14,67.46,15.23
2023-10-22,15.74,78.04,14.6
2023-10-23,13.16,82.56,12.5
2023-10-24,8.76,88.26,6.25
2023-10-25,11.58,88.76,12.8
2023-10-26,7.09,89.54,8.92
2023-10-27,11.84,80.38,9.91
2023-10-28,14.01,80.28,14.44
2023-10-29,16.14,76.76,14.89
2023-10-30,14.61,82.58,13.21
2023-10-31,10.52,85.1,11.59
2023-11-01,3.23,87.2,2.69
2023-11-02,12.76,72.22,13.27
2023-11-03,5.93,84.58,7.24
2023-11-04,6.79,80.32,6.61
2023-11-05,3.97,88.18,3.72
2023-11-06,6.2,81.94,6.07
2023-11-07,15.85,66.32,14.26
2023-11-08,14.41,68.8,12.22
2023-11-09,7.31,79.36,7.23
2023-11-10,16.03,51.78,13.86
2023-11-11,11.4,52.32,9.91
2023-11-12,14.89,57.46,13.34
2023-11-13,15.8,59.98,13.47
2023-11-14,14.17,71.9,11.4
2023-11-15,11.27,78.2,8.31
2023-11-16,1.19,92.84,1.32
2023-11-17,7.9,66.94,7.54
2023-11-18,14.34,59.18,12.22
2023-11-19,8.39,72.28,7.1
2023-11-20,14.48,66.12,12.3
2023-11-21,14.06,70.3,12.15
2023-11-22,10.97,75,9.55
2023-11-23,9.7,70.68,8.72
2023-11-24,14.44,50.04,12.21
2023-11-25,14.51,50.32,12
2023-11-26,6.65,50.24,7.51
2023-11-27,2.15,88.18,3
2023-11-28,11.45,59.36,9.53
2023-11-29,5.87,65.68,5.63
2023-11-30,13.83,48.36,11.69
2023-12-01,13.99,59.32,11.49
2023-12-02,8.17,67.74,6.97
2023-12-03,13.09,60.08,11.08
2023-12-04,12.33,67.16,10.53
2023-12-05,9.36,66.22,8.47
2023-12-06,2.43,83.6,1.81
2023-12-07,10.55,65.32,9
2023-12-08,8.52,75.3,8.6
2023-12-09,4.97,85.2,5.34
2023-12-10,8.33,73.82,7.53
2023-12-11,1.14,84.4,1.27
2023-12-12,6.32,78.04,5.84
2023-12-13,7.33,79.9,5.62
2023-12-14,1.16,87.38,1.45
2023-12-15,1.13,95.56,1.25
2023-12-16,2.46,71.02,4.04
2023-12-17,9.13,50.42,11.05
2023-12-18,5.56,55.66,6.66
2023-12-19,5.72,66.16,5.87
2023-12-20,4.99,63.62,8.93
2023-12-21,10.14,54.18,10.86
2023-12-22,11.41,50.5,10.85
2023-12-23,11.55,63.46,10.37
2023-12-24,9.7,76.94,10.1
2023-12-25,3.23,88.38,5.72
2023-12-26,9.57,81.08,10.06
2023-12-27,10.66,81.14,8.96
2023-12-28,8.45,79.64,7.55
2023-12-29,7.26,79.1,6.08
2023-12-30,0.36,94.62,1.04
2023-12-31,2.11,93.92,2.35
